gene	FDR	fold	add_variable	foldodwrot
SCO2414	1	1	PS04vsMGP10	1
SCO2427	1	1	PS04vsMGP10	1
SCO2429	1	1	PS04vsMGP10	1
SCO2709	1	1	PS04vsMGP10	1
SCO2798	1	1	PS04vsMGP10	1
SCO3229	1	1	PS04vsMGP10	1
SCO3250	1	1	PS04vsMGP10	1
SCO3251	1	1	PS04vsMGP10	1
SCO3415	1	1	PS04vsMGP10	1
SCO3453	1	1	PS04vsMGP10	1
SCO3510	1	1	PS04vsMGP10	1
SCO3513	1	1	PS04vsMGP10	1
SCO4379	1	1	PS04vsMGP10	1
SCO5317	1	1	PS04vsMGP10	1
SCO5629	1	1	PS04vsMGP10	1
SCO5682	1	1	PS04vsMGP10	1
SCO5685	1	1	PS04vsMGP10	1
SCO5890	1	1	PS04vsMGP10	1
SCO5893	1	1	PS04vsMGP10	1
SCO5984	1	1	PS04vsMGP10	1
SCO6184	1	1	PS04vsMGP10	1
SCO6301	1	1	PS04vsMGP10	1
SCO6346	1	1	PS04vsMGP10	1
SCO6368	1	1	PS04vsMGP10	1
SCO6371	1	1	PS04vsMGP10	1
SCO6461	1	1	PS04vsMGP10	1
SCO6562	1	1	PS04vsMGP10	1
SCO6573	1	1	PS04vsMGP10	1
SCO6577	1	1	PS04vsMGP10	1
SCO6580	1	1	PS04vsMGP10	1
SCO6586	1	1	PS04vsMGP10	1
SCO6596	1	1	PS04vsMGP10	1
SCO6610	1	1	PS04vsMGP10	1
SCO6796	1	1	PS04vsMGP10	1
SCO6844	1	1	PS04vsMGP10	1
SCO6865	1	1	PS04vsMGP10	1
SCO6881	1	1	PS04vsMGP10	1
SCO6890	1	1	PS04vsMGP10	1
SCO6896	1	1	PS04vsMGP10	1
SCO6922	1	1	PS04vsMGP10	1
SCO6940	1	1	PS04vsMGP10	1
SCO6957	1	1	PS04vsMGP10	1
SCO7026	1	1	PS04vsMGP10	1
SCO7030	1	1	PS04vsMGP10	1
SCO7114	1	1	PS04vsMGP10	1
SCO7181	1	1	PS04vsMGP10	1
SCO7212	1	1	PS04vsMGP10	1
SCO7380	1	1	PS04vsMGP10	1
SCO7409	1	1	PS04vsMGP10	1
SCO7432	1	1	PS04vsMGP10	1
SCO7501	1	1	PS04vsMGP10	1
SCO7650	1	1	PS04vsMGP10	1
SCO7679	1	1	PS04vsMGP10	1
SCO7690	1	1	PS04vsMGP10	1
SCO7699	1	1	PS04vsMGP10	1
SCO7746	1	1	PS04vsMGP10	1
SCO7762	1	1	PS04vsMGP10	1
SCO7825	1	1	PS04vsMGP10	1
SCO7828	1	1	PS04vsMGP10	1
SCO7830	1	1	PS04vsMGP10	1
SCO7842	1	1	PS04vsMGP10	1
SCO0068	1	1	PS04vsMGP10	1
SCO0120	1	1	PS04vsMGP10	1
SCO0125	1	1	PS04vsMGP10	1
SCO0184	1	1	PS04vsMGP10	1
SCO0319	1	1	PS04vsMGP10	1
SCO0350	1	1	PS04vsMGP10	1
SCO0394	1	1	PS04vsMGP10	1
SCO0454	1	1	PS04vsMGP10	1
SCO0457	1	1	PS04vsMGP10	1
SCO0474	1	1	PS04vsMGP10	1
SCO0542	1	1	PS04vsMGP10	1
SCO0578	1	1	PS04vsMGP10	1
SCO0675	1	1	PS04vsMGP10	1
SCO0745	1	1	PS04vsMGP10	1
SCO0766	1	1	PS04vsMGP10	1
SCO0787	1	1	PS04vsMGP10	1
SCO0828	1	1	PS04vsMGP10	1
SCO0893	1	1	PS04vsMGP10	1
SCO1125	1	1	PS04vsMGP10	1
SCO1126	1	1	PS04vsMGP10	1
SCO1175	1	1	PS04vsMGP10	1
SCO1218	1	1	PS04vsMGP10	1
SCO1258	1	1	PS04vsMGP10	1
SCO1283	1	1	PS04vsMGP10	1
SCO1367	1	1	PS04vsMGP10	1
SCO1468	1	1	PS04vsMGP10	1
SCO1538	1	1	PS04vsMGP10	1
SCO1711	1	1	PS04vsMGP10	1
SCO2017	1	1	PS04vsMGP10	1
SCO2465	1	1	PS04vsMGP10	1
SCO2703	1	1	PS04vsMGP10	1
SCO2707	1	1	PS04vsMGP10	1
SCO2981	1	1	PS04vsMGP10	1
SCO2983	1	1	PS04vsMGP10	1
SCO3168	1	1	PS04vsMGP10	1
SCO3219	1	1	PS04vsMGP10	1
SCO3240	1	1	PS04vsMGP10	1
SCO3244	1	1	PS04vsMGP10	1
SCO3587	1	1	PS04vsMGP10	1
SCO3743	1	1	PS04vsMGP10	1
SCO4022	1	1	PS04vsMGP10	1
SCO4368	1	1	PS04vsMGP10	1
SCO4381	1	1	PS04vsMGP10	1
SCO4414	1	1	PS04vsMGP10	1
SCO5177	1	1	PS04vsMGP10	1
SCO5278	1	1	PS04vsMGP10	1
SCO5348	1	1	PS04vsMGP10	1
SCO5531	1	1	PS04vsMGP10	1
SCO5882	1	1	PS04vsMGP10	1
SCO5883	1	1	PS04vsMGP10	1
SCO5894	1	1	PS04vsMGP10	1
SCO5895	1	1	PS04vsMGP10	1
SCO5943	1	1	PS04vsMGP10	1
SCO6188	1	1	PS04vsMGP10	1
SCO6204	1	1	PS04vsMGP10	1
SCO6212	1	1	PS04vsMGP10	1
SCO6229	1	1	PS04vsMGP10	1
SCO6251	1	1	PS04vsMGP10	1
SCO6428	1	1	PS04vsMGP10	1
SCO6430	1	1	PS04vsMGP10	1
SCO6431	1	1	PS04vsMGP10	1
SCO6542	1	1	PS04vsMGP10	1
SCO6545	1	1	PS04vsMGP10	1
SCO6560	1	1	PS04vsMGP10	1
SCO6595	1	1	PS04vsMGP10	1
SCO6653	1	1	PS04vsMGP10	1
SCO6791	1	1	PS04vsMGP10	1
SCO6794	1	1	PS04vsMGP10	1
SCO6886	1	1	PS04vsMGP10	1
SCO6918	1	1	PS04vsMGP10	1
SCO6935	1	1	PS04vsMGP10	1
SCO6944	1	1	PS04vsMGP10	1
SCO6954	1	1	PS04vsMGP10	1
SCO6956	1	1	PS04vsMGP10	1
SCO7028	1	1	PS04vsMGP10	1
SCO7099	1	1	PS04vsMGP10	1
SCO7113	1	1	PS04vsMGP10	1
SCO7125	1	1	PS04vsMGP10	1
SCO7157	1	1	PS04vsMGP10	1
SCO7164	1	1	PS04vsMGP10	1
SCO7165	1	1	PS04vsMGP10	1
SCO7170	1	1	PS04vsMGP10	1
SCO7341	1	1	PS04vsMGP10	1
SCO7406	1	1	PS04vsMGP10	1
SCO7414	1	1	PS04vsMGP10	1
SCO7523	1	1	PS04vsMGP10	1
SCO7550	1	1	PS04vsMGP10	1
SCO7556	1	1	PS04vsMGP10	1
SCO7565	1	1	PS04vsMGP10	1
SCO7631	1	1	PS04vsMGP10	1
SCO7673	1	1	PS04vsMGP10	1
SCO7676	1	1	PS04vsMGP10	1
SCO7700	1	1	PS04vsMGP10	1
SCO7805	1	1	PS04vsMGP10	1
SCO0336	1	2	PS04vsMGP10	0,5
SCO0351	1	2	PS04vsMGP10	0,5
SCO0382	1	2	PS04vsMGP10	0,5
SCO0395	1	2	PS04vsMGP10	0,5
SCO0423	1	2	PS04vsMGP10	0,5
SCO0555	1	2	PS04vsMGP10	0,5
SCO0577	1	2	PS04vsMGP10	0,5
SCO0606	1	2	PS04vsMGP10	0,5
SCO0926	1	2	PS04vsMGP10	0,5
SCO1011	1	2	PS04vsMGP10	0,5
SCO1270	1	2	PS04vsMGP10	0,5
SCO1347	1	2	PS04vsMGP10	0,5
SCO1365	1	2	PS04vsMGP10	0,5
SCO1539	1	2	PS04vsMGP10	0,5
SCO1886	1	2	PS04vsMGP10	0,5
SCO1894	1	2	PS04vsMGP10	0,5
SCO1913	1	2	PS04vsMGP10	0,5
SCO2400	1	2	PS04vsMGP10	0,5
SCO2420	1	2	PS04vsMGP10	0,5
SCO2536	1	2	PS04vsMGP10	0,5
SCO2586	1	2	PS04vsMGP10	0,5
SCO2681	1	2	PS04vsMGP10	0,5
SCO2691	1	2	PS04vsMGP10	0,5
SCO2708	1	2	PS04vsMGP10	0,5
SCO2715	1	2	PS04vsMGP10	0,5
SCO2841	1	2	PS04vsMGP10	0,5
SCO2955	1	2	PS04vsMGP10	0,5
SCO2998	1	2	PS04vsMGP10	0,5
SCO3235	1	2	PS04vsMGP10	0,5
SCO3246	1	2	PS04vsMGP10	0,5
SCO3257	1	2	PS04vsMGP10	0,5
SCO3279	1	2	PS04vsMGP10	0,5
SCO3452	1	2	PS04vsMGP10	0,5
SCO3468	1	2	PS04vsMGP10	0,5
SCO3635	1	2	PS04vsMGP10	0,5
SCO3771	1	2	PS04vsMGP10	0,5
SCO3787	1	2	PS04vsMGP10	0,5
SCO3933	1	2	PS04vsMGP10	0,5
SCO4500	1	2	PS04vsMGP10	0,5
SCO4781	1	2	PS04vsMGP10	0,5
SCO4882	1	2	PS04vsMGP10	0,5
SCO5003	1	2	PS04vsMGP10	0,5
SCO5010	1	2	PS04vsMGP10	0,5
SCO5279	1	2	PS04vsMGP10	0,5
SCO5689	1	2	PS04vsMGP10	0,5
SCO5891	1	2	PS04vsMGP10	0,5
SCO5964	1	2	PS04vsMGP10	0,5
SCO6146	1	2	PS04vsMGP10	0,5
SCO6198	1	2	PS04vsMGP10	0,5
SCO6201	1	2	PS04vsMGP10	0,5
SCO6276	1	2	PS04vsMGP10	0,5
SCO6366	1	2	PS04vsMGP10	0,5
SCO6367	1	2	PS04vsMGP10	0,5
SCO6413	1	2	PS04vsMGP10	0,5
SCO6416	1	2	PS04vsMGP10	0,5
SCO6435	1	2	PS04vsMGP10	0,5
SCO6437	1	2	PS04vsMGP10	0,5
SCO6441	1	2	PS04vsMGP10	0,5
SCO6681	1	2	PS04vsMGP10	0,5
SCO6780	1	2	PS04vsMGP10	0,5
SCO6943	1	2	PS04vsMGP10	0,5
SCO7160	1	2	PS04vsMGP10	0,5
SCO7228	1	2	PS04vsMGP10	0,5
SCO7282	1	2	PS04vsMGP10	0,5
SCO7407	1	2	PS04vsMGP10	0,5
SCO7575	1	2	PS04vsMGP10	0,5
SCO7681	1	2	PS04vsMGP10	0,5
SCO0270	1	3	PS04vsMGP10	0,333333333
SCO0366	1	3	PS04vsMGP10	0,333333333
SCO0458	1	3	PS04vsMGP10	0,333333333
SCO0691	1	3	PS04vsMGP10	0,333333333
SCO0948	1	3	PS04vsMGP10	0,333333333
SCO1075	1	3	PS04vsMGP10	0,333333333
SCO1415	1	3	PS04vsMGP10	0,333333333
SCO2010	1	3	PS04vsMGP10	0,333333333
SCO2965	1	3	PS04vsMGP10	0,333333333
SCO4040	1	3	PS04vsMGP10	0,333333333
SCO4404	1	3	PS04vsMGP10	0,333333333
SCO4626	1	3	PS04vsMGP10	0,333333333
SCO4836	1	3	PS04vsMGP10	0,333333333
SCO5277	1	3	PS04vsMGP10	0,333333333
SCO5302	1	3	PS04vsMGP10	0,333333333
SCO5954	1	3	PS04vsMGP10	0,333333333
SCO6113	1	3	PS04vsMGP10	0,333333333
SCO6117	1	3	PS04vsMGP10	0,333333333
SCO6279	1	3	PS04vsMGP10	0,333333333
SCO6429	1	3	PS04vsMGP10	0,333333333
SCO6597	1	3	PS04vsMGP10	0,333333333
SCO6628	1	3	PS04vsMGP10	0,333333333
SCO6747	1	3	PS04vsMGP10	0,333333333
SCO6816	1	3	PS04vsMGP10	0,333333333
SCO6826	1	3	PS04vsMGP10	0,333333333
SCO6942	1	3	PS04vsMGP10	0,333333333
SCO6993	1	3	PS04vsMGP10	0,333333333
SCO7007	1	3	PS04vsMGP10	0,333333333
SCO7166	1	3	PS04vsMGP10	0,333333333
SCO7225	1	3	PS04vsMGP10	0,333333333
SCO7451	1	3	PS04vsMGP10	0,333333333
SCO7544	1	3	PS04vsMGP10	0,333333333
SCO7553	1	3	PS04vsMGP10	0,333333333
SCO7725	1	3	PS04vsMGP10	0,333333333
SCO7819	1	3	PS04vsMGP10	0,333333333
SCO0163	1	4	PS04vsMGP10	0,25
SCO0176	1	4	PS04vsMGP10	0,25
SCO0266	1	4	PS04vsMGP10	0,25
SCO0393	1	4	PS04vsMGP10	0,25
SCO0721	1	4	PS04vsMGP10	0,25
SCO0773	1	4	PS04vsMGP10	0,25
SCO0896	1	4	PS04vsMGP10	0,25
SCO2714	1	4	PS04vsMGP10	0,25
SCO3744	1	4	PS04vsMGP10	0,25
SCO4144	1	4	PS04vsMGP10	0,25
SCO5071	1	4	PS04vsMGP10	0,25
SCO5765	1	4	PS04vsMGP10	0,25
SCO5799	1	4	PS04vsMGP10	0,25
SCO6328	1	4	PS04vsMGP10	0,25
SCO6647	1	4	PS04vsMGP10	0,25
SCO6711	1	4	PS04vsMGP10	0,25
SCO7135	1	4	PS04vsMGP10	0,25
SCO0117	1	5	PS04vsMGP10	0,2
SCO0466	1	5	PS04vsMGP10	0,2
SCO0668	1	5	PS04vsMGP10	0,2
SCO2545	1	5	PS04vsMGP10	0,2
SCO3462	1	5	PS04vsMGP10	0,2
SCO3716	1	5	PS04vsMGP10	0,2
SCO4420	1	5	PS04vsMGP10	0,2
SCO5300	1	5	PS04vsMGP10	0,2
SCO5666	1	5	PS04vsMGP10	0,2
SCO6305	1	5	PS04vsMGP10	0,2
SCO1575	1	6	PS04vsMGP10	0,166666667
SCO2521	1	6	PS04vsMGP10	0,166666667
SCO3248	1	6	PS04vsMGP10	0,166666667
SCO4621	1	6	PS04vsMGP10	0,166666667
SCO6154	1	6	PS04vsMGP10	0,166666667
SCO6291	1	6	PS04vsMGP10	0,166666667
SCO7005	1	6	PS04vsMGP10	0,166666667
SCO7248	1	6	PS04vsMGP10	0,166666667
SCO7492	1	6	PS04vsMGP10	0,166666667
SCO0367	1	7	PS04vsMGP10	0,142857143
SCO0511	1	7	PS04vsMGP10	0,142857143
SCO0587	1	7	PS04vsMGP10	0,142857143
SCO1309	1	7	PS04vsMGP10	0,142857143
SCO1890	1	7	PS04vsMGP10	0,142857143
SCO2108	1	7	PS04vsMGP10	0,142857143
SCO4175	1	7	PS04vsMGP10	0,142857143
SCO4291	1	7	PS04vsMGP10	0,142857143
SCO5009	1	7	PS04vsMGP10	0,142857143
SCO6967	1	7	PS04vsMGP10	0,142857143
SCO7672	1	7	PS04vsMGP10	0,142857143
SCO1095	1	8	PS04vsMGP10	0,125
SCO4959	1	9	PS04vsMGP10	0,111111111
SCO7070	1	10	PS04vsMGP10	0,1
SCO3803	1	11	PS04vsMGP10	0,090909091
SCO6746	1	11	PS04vsMGP10	0,090909091
SCO4988	1	14	PS04vsMGP10	0,071428571
SCO3132	1	17	PS04vsMGP10	0,058823529
SCO0758	1	20	PS04vsMGP10	0,05
SCO0207	1	21	PS04vsMGP10	0,047619048
SCO3570	1	21	PS04vsMGP10	0,047619048
SCO4000	1,68E-21	26	PS04vsMGP10	0,038461538
SCO0210	7,93E-98	38	PS04vsMGP10	0,026315789
SCO0217	0	58	PS04vsMGP10	0,017241379
SCO0180	0	77	PS04vsMGP10	0,012987013
SCO0171	0	88	PS04vsMGP10	0,011363636
SCO0199	0	110	PS04vsMGP10	0,009090909
SCO0041	1	0,5	PS04vsMGP10	2
SCO0069	1	0,5	PS04vsMGP10	2
SCO0123	1	0,5	PS04vsMGP10	2
SCO0129	1	0,5	PS04vsMGP10	2
SCO0312	1	0,5	PS04vsMGP10	2
SCO0325	1	0,5	PS04vsMGP10	2
SCO0333	1	0,5	PS04vsMGP10	2
SCO0416	1	0,5	PS04vsMGP10	2
SCO0473	1	0,5	PS04vsMGP10	2
SCO0624	1	0,5	PS04vsMGP10	2
SCO0692	1	0,5	PS04vsMGP10	2
SCO0765	1	0,5	PS04vsMGP10	2
SCO0876	1	0,5	PS04vsMGP10	2
SCO0930	1	0,5	PS04vsMGP10	2
SCO1001	1	0,5	PS04vsMGP10	2
SCO1009	1	0,5	PS04vsMGP10	2
SCO1053	1	0,5	PS04vsMGP10	2
SCO1137	1	0,5	PS04vsMGP10	2
SCO1276	1	0,5	PS04vsMGP10	2
SCO1583	1	0,5	PS04vsMGP10	2
SCO1723	1	0,5	PS04vsMGP10	2
SCO1883	1	0,5	PS04vsMGP10	2
SCO2099	1	0,5	PS04vsMGP10	2
SCO2474	1	0,5	PS04vsMGP10	2
SCO2706	1	0,5	PS04vsMGP10	2
SCO2818	1	0,5	PS04vsMGP10	2
SCO3220	1	0,5	PS04vsMGP10	2
SCO3236	1	0,5	PS04vsMGP10	2
SCO3255	1	0,5	PS04vsMGP10	2
SCO3495	1	0,5	PS04vsMGP10	2
SCO3982	1	0,5	PS04vsMGP10	2
SCO4618	1	0,5	PS04vsMGP10	2
SCO4985	1	0,5	PS04vsMGP10	2
SCO5175	1	0,5	PS04vsMGP10	2
SCO5913	1	0,5	PS04vsMGP10	2
SCO5945	1	0,5	PS04vsMGP10	2
SCO6281	1	0,5	PS04vsMGP10	2
SCO6348	1	0,5	PS04vsMGP10	2
SCO6548	1	0,5	PS04vsMGP10	2
SCO6891	1	0,5	PS04vsMGP10	2
SCO6939	1	0,5	PS04vsMGP10	2
SCO6991	1	0,5	PS04vsMGP10	2
SCO7107	1	0,5	PS04vsMGP10	2
SCO7124	1	0,5	PS04vsMGP10	2
SCO7151	1	0,5	PS04vsMGP10	2
SCO7152	1	0,5	PS04vsMGP10	2
SCO7178	1	0,5	PS04vsMGP10	2
SCO7235	1	0,5	PS04vsMGP10	2
SCO7388	1	0,5	PS04vsMGP10	2
SCO7394	1	0,5	PS04vsMGP10	2
SCO7448	1	0,5	PS04vsMGP10	2
SCO7524	1	0,5	PS04vsMGP10	2
SCO7548	1	0,5	PS04vsMGP10	2
SCO7592	1	0,5	PS04vsMGP10	2
SCO7759	1	0,5	PS04vsMGP10	2
SCO0126	1	0,5	PS04vsMGP10	2
SCO0127	1	0,5	PS04vsMGP10	2
SCO0164	1	0,5	PS04vsMGP10	2
SCO0388	1	0,5	PS04vsMGP10	2
SCO0445	1	0,5	PS04vsMGP10	2
SCO0533	1	0,5	PS04vsMGP10	2
SCO0537	1	0,5	PS04vsMGP10	2
SCO0539	1	0,5	PS04vsMGP10	2
SCO0683	1	0,5	PS04vsMGP10	2
SCO1037	1	0,5	PS04vsMGP10	2
SCO1049	1	0,5	PS04vsMGP10	2
SCO1056	1	0,5	PS04vsMGP10	2
SCO1217	1	0,5	PS04vsMGP10	2
SCO1278	1	0,5	PS04vsMGP10	2
SCO2402	1	0,5	PS04vsMGP10	2
SCO2415	1	0,5	PS04vsMGP10	2
SCO2417	1	0,5	PS04vsMGP10	2
SCO2424	1	0,5	PS04vsMGP10	2
SCO2541	1	0,5	PS04vsMGP10	2
SCO2713	1	0,5	PS04vsMGP10	2
SCO3003	1	0,5	PS04vsMGP10	2
SCO3289	1	0,5	PS04vsMGP10	2
SCO3440	1	0,5	PS04vsMGP10	2
SCO3512	1	0,5	PS04vsMGP10	2
SCO3735	1	0,5	PS04vsMGP10	2
SCO3775	1	0,5	PS04vsMGP10	2
SCO4057	1	0,5	PS04vsMGP10	2
SCO4383	1	0,5	PS04vsMGP10	2
SCO4446	1	0,5	PS04vsMGP10	2
SCO4624	1	0,5	PS04vsMGP10	2
SCO4816	1	0,5	PS04vsMGP10	2
SCO5117	1	0,5	PS04vsMGP10	2
SCO5350	1	0,5	PS04vsMGP10	2
SCO5686	1	0,5	PS04vsMGP10	2
SCO5801	1	0,5	PS04vsMGP10	2
SCO5933	1	0,5	PS04vsMGP10	2
SCO5980	1	0,5	PS04vsMGP10	2
SCO6050	1	0,5	PS04vsMGP10	2
SCO6167	1	0,5	PS04vsMGP10	2
SCO6274	1	0,5	PS04vsMGP10	2
SCO6333	1	0,5	PS04vsMGP10	2
SCO6443	1	0,5	PS04vsMGP10	2
SCO6460	1	0,5	PS04vsMGP10	2
SCO6532	1	0,5	PS04vsMGP10	2
SCO6570	1	0,5	PS04vsMGP10	2
SCO6587	1	0,5	PS04vsMGP10	2
SCO6652	1	0,5	PS04vsMGP10	2
SCO6683	1	0,5	PS04vsMGP10	2
SCO6863	1	0,5	PS04vsMGP10	2
SCO6884	1	0,5	PS04vsMGP10	2
SCO6923	1	0,5	PS04vsMGP10	2
SCO7034	1	0,5	PS04vsMGP10	2
SCO7128	1	0,5	PS04vsMGP10	2
SCO7188	1	0,5	PS04vsMGP10	2
SCO7525	1	0,5	PS04vsMGP10	2
SCO7527	1	0,5	PS04vsMGP10	2
SCO7529	1	0,5	PS04vsMGP10	2
SCO7531	1	0,5	PS04vsMGP10	2
SCO7534	1	0,5	PS04vsMGP10	2
SCO7547	1	0,5	PS04vsMGP10	2
SCO7567	1	0,5	PS04vsMGP10	2
SCO7680	1	0,5	PS04vsMGP10	2
SCO7812	1	0,5	PS04vsMGP10	2
SCO0364	1	1	PS04vsMGP10	1
SCO0365	1	1	PS04vsMGP10	1
SCO0391	1	1	PS04vsMGP10	1
SCO0401	1	1	PS04vsMGP10	1
SCO0475	1	1	PS04vsMGP10	1
SCO0532	1	1	PS04vsMGP10	1
SCO0541	1	1	PS04vsMGP10	1
SCO0628	1	1	PS04vsMGP10	1
SCO0716	1	1	PS04vsMGP10	1
SCO0960	1	1	PS04vsMGP10	1
SCO0963	1	1	PS04vsMGP10	1
SCO1046	1	1	PS04vsMGP10	1
SCO1047	1	1	PS04vsMGP10	1
SCO1124	1	1	PS04vsMGP10	1
SCO1188	1	1	PS04vsMGP10	1
SCO1359	1	1	PS04vsMGP10	1
SCO2473	1	1	PS04vsMGP10	1
SCO2646	1	1	PS04vsMGP10	1
SCO3230	1	1	PS04vsMGP10	1
SCO3287	1	1	PS04vsMGP10	1
SCO3465	1	1	PS04vsMGP10	1
SCO3494	1	1	PS04vsMGP10	1
SCO4012	1	1	PS04vsMGP10	1
SCO4140	1	1	PS04vsMGP10	1
SCO4141	1	1	PS04vsMGP10	1
SCO4401	1	1	PS04vsMGP10	1
SCO4793	1	1	PS04vsMGP10	1
SCO4865	1	1	PS04vsMGP10	1
SCO4881	1	1	PS04vsMGP10	1
SCO5316	1	1	PS04vsMGP10	1
SCO5321	1	1	PS04vsMGP10	1
SCO5786	1	1	PS04vsMGP10	1
SCO5886	1	1	PS04vsMGP10	1
SCO6522	1	1	PS04vsMGP10	1
SCO6523	1	1	PS04vsMGP10	1
SCO6563	1	1	PS04vsMGP10	1
SCO6797	1	1	PS04vsMGP10	1
SCO6806	1	1	PS04vsMGP10	1
SCO7158	1	1	PS04vsMGP10	1
SCO7187	1	1	PS04vsMGP10	1
SCO7395	1	1	PS04vsMGP10	1
SCO7476	1	1	PS04vsMGP10	1
SCO7535	1	1	PS04vsMGP10	1
SCO7678	1	1	PS04vsMGP10	1
SCO7691	1	1	PS04vsMGP10	1
SCO7701	1	1	PS04vsMGP10	1
SCO0010	1	1,5	PS04vsMGP10	0,666666667
SCO0015	1	1,5	PS04vsMGP10	0,666666667
SCO0269	1	1,5	PS04vsMGP10	0,666666667
SCO0280	1	1,5	PS04vsMGP10	0,666666667
SCO0323	1	1,5	PS04vsMGP10	0,666666667
SCO0335	1	1,5	PS04vsMGP10	0,666666667
SCO0422	1	1,5	PS04vsMGP10	0,666666667
SCO0538	1	1,5	PS04vsMGP10	0,666666667
SCO0654	1	1,5	PS04vsMGP10	0,666666667
SCO0849	1	1,5	PS04vsMGP10	0,666666667
SCO0983	1	1,5	PS04vsMGP10	0,666666667
SCO1207	1	1,5	PS04vsMGP10	0,666666667
SCO1290	1	1,5	PS04vsMGP10	0,666666667
SCO1370	1	1,5	PS04vsMGP10	0,666666667
SCO1897	1	1,5	PS04vsMGP10	0,666666667
SCO1970	1	1,5	PS04vsMGP10	0,666666667
SCO2208	1	1,5	PS04vsMGP10	0,666666667
SCO2401	1	1,5	PS04vsMGP10	0,666666667
SCO2422	1	1,5	PS04vsMGP10	0,666666667
SCO2658	1	1,5	PS04vsMGP10	0,666666667
SCO3751	1	1,5	PS04vsMGP10	0,666666667
SCO3934	1	1,5	PS04vsMGP10	0,666666667
SCO3983	1	1,5	PS04vsMGP10	0,666666667
SCO4783	1	1,5	PS04vsMGP10	0,666666667
SCO4868	1	1,5	PS04vsMGP10	0,666666667
SCO4929	1	1,5	PS04vsMGP10	0,666666667
SCO5266	1	1,5	PS04vsMGP10	0,666666667
SCO5303	1	1,5	PS04vsMGP10	0,666666667
SCO5604	1	1,5	PS04vsMGP10	0,666666667
SCO5950	1	1,5	PS04vsMGP10	0,666666667
SCO6023	1	1,5	PS04vsMGP10	0,666666667
SCO6354	1	1,5	PS04vsMGP10	0,666666667
SCO6442	1	1,5	PS04vsMGP10	0,666666667
SCO6936	1	1,5	PS04vsMGP10	0,666666667
SCO7163	1	1,5	PS04vsMGP10	0,666666667
SCO7175	1	1,5	PS04vsMGP10	0,666666667
SCO7243	1	1,5	PS04vsMGP10	0,666666667
SCO7255	1	1,5	PS04vsMGP10	0,666666667
SCO7310	1	1,5	PS04vsMGP10	0,666666667
SCO7335	1	1,5	PS04vsMGP10	0,666666667
SCO7444	1	1,5	PS04vsMGP10	0,666666667
SCO7688	1	1,5	PS04vsMGP10	0,666666667
SCO7832	1	1,5	PS04vsMGP10	0,666666667
SCO7837	1	1,5	PS04vsMGP10	0,666666667
SCO0384	1	2	PS04vsMGP10	0,5
SCO0385	1	2	PS04vsMGP10	0,5
SCO0546	1	2	PS04vsMGP10	0,5
SCO0686	1	2	PS04vsMGP10	0,5
SCO0720	1	2	PS04vsMGP10	0,5
SCO1055	1	2	PS04vsMGP10	0,5
SCO1889	1	2	PS04vsMGP10	0,5
SCO3498	1	2	PS04vsMGP10	0,5
SCO3554	1	2	PS04vsMGP10	0,5
SCO4553	1	2	PS04vsMGP10	0,5
SCO4623	1	2	PS04vsMGP10	0,5
SCO4799	1	2	PS04vsMGP10	0,5
SCO5271	1	2	PS04vsMGP10	0,5
SCO6043	1	2	PS04vsMGP10	0,5
SCO6073	1	2	PS04vsMGP10	0,5
SCO6331	1	2	PS04vsMGP10	0,5
SCO7346	1	2	PS04vsMGP10	0,5
SCO0845	1	2,5	PS04vsMGP10	0,4
SCO1305	1	2,5	PS04vsMGP10	0,4
SCO1306	1	2,5	PS04vsMGP10	0,4
SCO1369	1	2,5	PS04vsMGP10	0,4
SCO1444	1	2,5	PS04vsMGP10	0,4
SCO2294	1	2,5	PS04vsMGP10	0,4
SCO3243	1	2,5	PS04vsMGP10	0,4
SCO3280	1	2,5	PS04vsMGP10	0,4
SCO3915	1	2,5	PS04vsMGP10	0,4
SCO4093	1	2,5	PS04vsMGP10	0,4
SCO4378	1	2,5	PS04vsMGP10	0,4
SCO4555	1	2,5	PS04vsMGP10	0,4
SCO5121	1	2,5	PS04vsMGP10	0,4
SCO5467	1	2,5	PS04vsMGP10	0,4
SCO6230	1	2,5	PS04vsMGP10	0,4
SCO6538	1	2,5	PS04vsMGP10	0,4
SCO7244	1	2,5	PS04vsMGP10	0,4
SCO7434	1	2,5	PS04vsMGP10	0,4
SCO0160	1	3	PS04vsMGP10	0,333333333
SCO0619	1	3	PS04vsMGP10	0,333333333
SCO1705	1	3	PS04vsMGP10	0,333333333
SCO2693	1	3	PS04vsMGP10	0,333333333
SCO2879	1	3	PS04vsMGP10	0,333333333
SCO4666	1	3	PS04vsMGP10	0,333333333
SCO4991	1	3	PS04vsMGP10	0,333333333
SCO5094	1	3	PS04vsMGP10	0,333333333
SCO6142	1	3	PS04vsMGP10	0,333333333
SCO6199	1	3	PS04vsMGP10	0,333333333
SCO6447	1	3	PS04vsMGP10	0,333333333
SCO0993	1	3,5	PS04vsMGP10	0,285714286
SCO2492	1	3,5	PS04vsMGP10	0,285714286
SCO6588	1	3,5	PS04vsMGP10	0,285714286
SCO6705	1	3,5	PS04vsMGP10	0,285714286
SCO6914	1	3,5	PS04vsMGP10	0,285714286
SCO0001	1	4	PS04vsMGP10	0,25
SCO0544	1	4	PS04vsMGP10	0,25
SCO0635	1	4	PS04vsMGP10	0,25
