"product" "gene" "start" "end" "strand"
"389" "FAD-dependent oxidoreductase" "vnz_01985" 446205 447413 "+"
"390" "NUDIX domain-containing protein" "vnz_01990" 447536 448012 "+"
"391" "hypothetical protein" "vnz_01995" 448075 448320 "+"
"392" "cytochrome P450" "vnz_02000" 448349 449602 "-"
"393" "NAD-binding protein" "vnz_02005" 449787 451667 "-"
"394" "D-alanyl-D-alanine carboxypeptidase" "vnz_02010" 452000 453265 "+"
"395" "hypothetical protein" "vnz_02015" 453439 454125 "+"
"396" "excinuclease ABC subunit UvrA" "vnz_02020" 454181 456562 "-"
"397" "DUF5133 domain-containing protein" "vnz_02025" 456709 456951 "-"
"398" "NAD-dependent epimerase/dehydratase familyprotein" "vnz_02030" 457091 458128 "+"
"399" "glutathione S-transferase C-terminaldomain-containing protein" "vnz_02035" 458162 459022 "-"
"400" "Rrf2 family transcriptional regulator" "vnz_02040" 459449 459904 "+"
"401" "acyl-CoA dehydrogenase" "vnz_02045" 460089 461396 "+"
"402" "universal stress protein" "vnz_02050" 461563 462435 "+"
"403" "sigma-70 family RNA polymerase sigma factor" "vnz_02060" 463486 464943 "-"
"404" "hypothetical protein" "vnz_02065" 465197 465493 "-"
"405" "NADP-dependent isocitrate dehydrogenase" "vnz_02070" 465590 467815 "-"
"406" "phosphatase PAP2 family protein" "vnz_02075" 467859 468929 "-"
"407" "hypothetical protein" "vnz_02080" 469011 469301 "-"
"408" "glycoside hydrolase family 15 protein" "vnz_02085" 469347 471188 "-"
"409" "glycosyltransferase family 2 protein" "vnz_02090" 471408 472151 "+"
"410" "glycosyltransferase" "vnz_02095" 472655 473404 "+"
"411" "glycosyltransferase family 4 protein" "vnz_02100" 473410 474861 "+"
"412" "hypothetical protein" "vnz_02105" 474858 477395 "+"
"413" "glycosyltransferase" "vnz_02110" 477392 479275 "+"
"414" "PIG-L family deacetylase" "vnz_02115" 479257 480144 "+"
"415" "glycosyltransferase family 4 protein" "vnz_02125" 481786 482877 "+"
"416" "beta-galactosidase" "vnz_02130" 482874 484148 "+"
"417" "class I SAM-dependent methyltransferase" "vnz_02135" 484139 484897 "-"
"418" "aminotransferase class I/II-fold pyridoxalphosphate-dependent enzyme" "vnz_02140" 484957 488190 "-"
"419" "LacI family DNA-binding transcriptionalregulator" "vnz_02145" 489761 490795 "-"
"420" "antibiotic biosynthesis monooxygenase" "vnz_02150" 490890 491219 "-"
"421" "helix-turn-helix domain-containing protein" "vnz_02155" 491266 492027 "-"
"422" "VanW family protein" "vnz_02160" 492124 493929 "+"
"423" "serine hydrolase" "vnz_02165" 494047 495078 "+"
"424" "AfsR/SARP family transcriptional regulator" "vnz_02170" 495115 498000 "-"
"425" "glyceraldehyde-3-phosphate dehydrogenase" "vnz_02175" 498140 499585 "+"
"426" "DUF817 domain-containing protein" "vnz_02180" 499727 500497 "+"
"427" "cold-shock protein" "vnz_02185" 500709 500912 "+"
"428" "DEAD/DEAH box helicase" "vnz_02190" 501156 502574 "+"
"429" "ATP-binding cassette domain-containing protein" "vnz_02195" 502931 504862 "+"
"430" "MazG-like family protein" "vnz_02200" 504859 505224 "+"
"431" "ABC transporter permease" "vnz_02205" 505211 506404 "-"
"432" "ABC transporter ATP-binding protein" "vnz_02210" 506401 507141 "-"
"433" "peptidoglycan-binding protein" "vnz_02215" 507138 508229 "-"
"434" "hypothetical protein" "vnz_02220" 508226 508876 "-"
"435" "response regulator transcription factor" "vnz_02225" 509011 509706 "+"
"436" "HAMP domain-containing histidine kinase" "vnz_02230" 509703 511196 "+"
"437" "GerMN domain-containing protein" "vnz_02235" 511193 511687 "+"
"438" "MarR family transcriptional regulator" "vnz_02240" 511700 512281 "-"
"439" "STAS domain-containing protein" "vnz_02245" 512418 512777 "+"
"440" "ATP-binding protein" "vnz_02250" 512771 513202 "-"
"441" "SigB/SigF/SigG family RNA polymerase sigmafactor" "vnz_02255" 513371 514348 "+"
"442" "ATP-binding protein" "vnz_02260" 514660 515109 "-"
"443" "STAS domain-containing protein" "vnz_02265" 515207 515599 "-"
"444" "hypothetical protein" "vnz_02270" 515970 516392 "+"
"445" "hypothetical protein" "vnz_02275" 516475 516798 "+"
"446" "amidase" "vnz_02280" 516776 518206 "-"
"447" "rifampin monooxygenase" "vnz_02285" 518414 519844 "+"
"448" "MFS transporter" "vnz_02290" 519875 521272 "-"
"449" "enoyl-CoA hydratase/isomerase family protein" "vnz_02295" 521375 522178 "-"
"450" "4'-phosphopantetheinyl transferase superfamilyprotein" "vnz_02300" 522212 522907 "+"
"451" "type I polyketide synthase" "vnz_02305" 522896 526873 "-"
"452" "type I polyketide synthase" "vnz_02310" 526875 533585 "-"
"453" "tryptophan 7-halogenase" "vnz_02315" 533856 535133 "+"
"454" "tryptophan 7-halogenase" "vnz_02320" 535236 536855 "+"
"455" "flavin reductase family protein" "vnz_02325" 537012 537539 "+"
"456" "isochorismatase family protein" "vnz_02330" 537564 538214 "+"
"457" "MFS transporter" "vnz_02335" 538261 539781 "+"
"458" "LuxR family transcriptional regulator" "vnz_02340" 539968 542817 "+"
"459" "type III polyketide synthase" "vnz_02345" 542947 544032 "+"
"460" "enoyl-CoA hydratase/isomerase family protein" "vnz_02350" 544111 544821 "+"
"461" "enoyl-CoA hydratase/isomerase family protein" "vnz_02355" 544938 546209 "+"
"462" "thiamine pyrophosphate-binding protein" "vnz_02360" 546224 547939 "+"
"463" "aldehyde dehydrogenase family protein" "vnz_02365" 547977 549437 "+"
"464" "IS982 family transposase" "vnz_02370" 549457 550351 "-"
"465" "SDR family oxidoreductase" "vnz_02375" 550455 551234 "+"
"466" "hypothetical protein" "vnz_02380" 551566 552615 "+"
"467" "hypothetical protein" "vnz_02385" 552762 553970 "+"
"468" "AMP-binding protein" "vnz_02390" 554017 555267 "-"
"469" "cation:proton antiporter" "vnz_02395" 555323 556597 "-"
"470" "AfsR/SARP family transcriptional regulator" "vnz_02400" 556748 558694 "-"
"471" "salicylate synthase" "vnz_02405" 558754 560118 "-"
"472" "TetR/AcrR family transcriptional regulatorC-terminal domain-containing protein" "vnz_02410" 560822 561511 "+"
"473" "saccharopine dehydrogenase NADP-bindingdomain-containing protein" "vnz_02415" 561508 562719 "+"
"474" "TetR/AcrR family transcriptional regulator" "vnz_02420" 562831 563517 "+"
"475" "AMP-binding protein" "vnz_02425" 563606 565207 "-"
"476" "thioesterase" "vnz_02430" 565277 566077 "-"
"477" "non-ribosomal peptide synthetase" "vnz_02435" 566074 570618 "-"
"478" "ABC transporter ATP-binding protein" "vnz_02440" 570675 572384 "-"
"479" "ABC transporter ATP-binding protein" "vnz_02445" 572381 574222 "-"
"480" "radical SAM protein" "vnz_02450" 574538 576142 "+"
"481" "non-ribosomal peptide synthetase" "vnz_02460" 577439 582919 "-"
"482" "hypothetical protein" "vnz_02470" 583475 583630 "+"
"483" "STAS domain-containing protein" "vnz_02475" 583646 585106 "-"
"484" "acyl-CoA dehydrogenase" "vnz_02480" 585387 587111 "-"
"485" "PadR family transcriptional regulator" "vnz_02485" 587189 587842 "-"
"486" "cell division protein ZapE" "vnz_02490" 587928 588977 "-"
"487" "glycoside hydrolase family 15 protein" "vnz_02495" 589025 590878 "-"
"488" "EstA family serine hydrolase" "vnz_02500" 591071 592264 "+"
"489" "MFS transporter" "vnz_02505" 592353 593636 "-"
"490" "glutamate--cysteine ligase" "vnz_02510" 593709 595190 "-"
"491" "DUF4139 domain-containing protein" "vnz_02515" 595368 597755 "+"
"492" "mucoidy inhibitor MuiA family protein" "vnz_02520" 597764 599386 "+"
"493" "catalase/peroxidase HPI" "vnz_02525" 599683 601872 "+"
"494" "GAF domain-containing protein" "vnz_02530" 601918 602505 "-"
"495" "S8 family serine peptidase" "vnz_02535" 602531 603370 "-"
"496" "AAA family ATPase" "vnz_02540" 603367 606654 "-"
"497" "long-chain acyl-CoA synthetase" "vnz_02550" 606970 607632 "-"
"498" "radical SAM protein" "vnz_02555" 607629 608810 "-"
"499" "glycosyl transferase" "vnz_02560" 609410 610606 "+"
"500" "hypothetical protein" "vnz_02565" 610578 611549 "+"
"501" "radical SAM protein" "vnz_02570" 611552 612805 "+"
"502" "hypothetical protein" "vnz_02575" 612808 613770 "+"
"503" "MFS transporter" "vnz_02580" 613767 615224 "+"
"504" "S9 family peptidase" "vnz_02585" 615288 617432 "+"
"505" "winged helix-turn-helix domain-containingprotein" "vnz_02590" 617493 619376 "-"
"506" "AAA family ATPase" "vnz_02595" 619585 622632 "-"
"507" "hypothetical protein" "vnz_02600" 622751 622951 "-"
"508" "type 2 lantipeptide synthetase LanM" "vnz_02605" 623116 626556 "-"
"509" "hypothetical protein" "vnz_02610" 626586 627203 "-"
"510" "SpoIIE family protein phosphatase" "vnz_02615" 627334 629532 "-"
"511" "hypothetical protein" "vnz_02625" 630391 630939 "-"
"512" "hypothetical protein" "vnz_02630" 631182 632348 "-"
"513" "terpene synthase" "vnz_02635" 633034 634179 "+"
"514" "cytochrome P450" "vnz_02640" 634154 635680 "-"
"515" "ATP/GTP-binding protein" "vnz_02645" 635677 636300 "-"
"516" "DUF742 domain-containing protein" "vnz_02650" 636281 636637 "-"
"517" "roadblock/LC7 domain-containing protein" "vnz_02655" 636634 637023 "-"
"518" "ATP-binding protein" "vnz_02660" 637043 638386 "-"
"519" "hypothetical protein" "vnz_02665" 638865 640202 "-"
"520" "TetR/AcrR family transcriptional regulator" "vnz_02670" 640325 640942 "+"
"521" "acyl-CoA dehydrogenase family protein" "vnz_02675" 641092 642765 "+"
"522" "sel1 repeat family protein" "vnz_02680" 642977 644398 "-"
"523" "CHAT domain-containing protein" "vnz_02685" 644564 648775 "-"
"524" "hypothetical protein" "vnz_02690" 648795 649190 "+"
"525" "hypothetical protein" "vnz_02695" 649187 650170 "+"
"526" "TerD family protein" "vnz_02700" 650198 651589 "-"
"527" "peptidase" "vnz_02705" 651768 652319 "-"
"528" "HTH domain-containing protein" "vnz_02710" 652319 652528 "-"
"529" "hypothetical protein" "vnz_02715" 652794 653312 "+"
"530" "DUF4097 family beta strand repeat protein" "vnz_02720" 653430 654272 "+"
"531" "ATP-binding cassette domain-containing protein" "vnz_02725" 654434 655426 "+"
"532" "ABC transporter permease" "vnz_02730" 655423 656211 "+"
"533" "ricin-type beta-trefoil lectin domain protein" "vnz_02735" 656600 657967 "+"
"534" "RICIN domain-containing protein" "vnz_02740" 658048 660291 "+"
"535" "alpha-N-acetylglucosaminidase C-terminaldomain-containing protein" "vnz_02745" 660704 662932 "+"
"536" "hypothetical protein" "vnz_02750" 663040 663666 "+"
"537" "FAD-dependent oxidoreductase" "vnz_02755" 663808 665484 "+"
"538" "cyclic nucleotide-binding domain-containingprotein" "vnz_02760" 665481 666971 "+"
"539" "UBP-type zinc finger domain-containing protein" "vnz_02765" 666968 667321 "+"
"540" "hypothetical protein" "vnz_02770" 667677 669644 "+"
"541" "deoxynucleoside kinase" "vnz_02775" 669821 670483 "+"
"542" "lamin tail domain-containing protein" "vnz_02780" 670527 671954 "-"
"543" "class I SAM-dependent methyltransferase" "vnz_02785" 672107 672910 "-"
"544" "ABC transporter ATP-binding protein" "vnz_02790" 673040 673804 "-"
"545" "ATP-binding cassette domain-containing protein" "vnz_02795" 673801 676539 "-"
"546" "ABC transporter substrate-binding protein" "vnz_02800" 676552 677799 "-"
"547" "GNAT family N-acetyltransferase" "vnz_02805" 677907 678476 "-"
"548" "hypothetical protein" "vnz_02810" 678612 679388 "-"
"549" "hypothetical protein" "vnz_02815" 679372 680610 "-"
"550" "hypothetical protein" "vnz_02820" 680784 681158 "-"
"551" "hypothetical protein" "vnz_02825" 681221 681445 "-"
"552" "uracil-DNA glycosylase" "vnz_02835" 682294 683811 "-"
"553" "macro domain-containing protein" "vnz_02840" 684080 684748 "-"
"554" "DUF4389 domain-containing protein" "vnz_02845" 684864 685658 "-"
"555" "DUF1206 domain-containing protein" "vnz_02850" 685943 686773 "+"
"556" "hypothetical protein" "vnz_02855" 686956 687705 "+"
"557" "MFS transporter" "vnz_02860" 687782 689080 "-"
"558" "helix-turn-helix domain-containing protein" "vnz_02865" 689077 689619 "-"
"559" "HPP family protein" "vnz_02870" 689699 690259 "-"
"560" "hypothetical protein" "vnz_02875" 690571 693480 "+"
"561" "nitrate reductase" "vnz_02880" 693964 696357 "+"
"562" "flavodoxin family protein" "vnz_02885" 696367 696996 "+"
"563" "PHP domain-containing protein" "vnz_02890" 697034 698035 "+"
"564" "glutathione-dependent formaldehydedehydrogenase" "vnz_02895" 698051 699235 "-"
"565" "non-homologous end-joining DNA ligase" "vnz_02900" 699588 700517 "+"
"566" "serine/threonine-protein phosphatase" "vnz_02905" 700572 701675 "-"
"567" "hypothetical protein" "vnz_02910" 701856 702440 "-"
"568" "hypothetical protein" "vnz_02915" 702440 706429 "-"
"569" "hypothetical protein" "vnz_02920" 706873 707982 "-"
"570" "AbfB domain-containing protein" "vnz_02925" 708113 709687 "-"
"571" "RICIN domain-containing protein" "vnz_02930" 709967 710536 "-"
"572" "hypothetical protein" "vnz_02935" 711086 711724 "-"
"573" "class I SAM-dependent methyltransferase" "vnz_02940" 711795 712475 "-"
"574" "cytosine permease" "vnz_02945" 712687 714132 "+"
"575" "sulfatase-like hydrolase/transferase" "vnz_02950" 714528 715931 "+"
"576" "class IV lanthionine synthetase LanL" "vnz_02955" 716117 718969 "+"
"577" "ATP-binding cassette domain-containing protein" "vnz_02960" 719226 720353 "+"
"578" "ABC transporter permease" "vnz_02965" 720350 721261 "+"
"579" "ROK family transcriptional regulator" "vnz_02970" 721271 722578 "-"
"580" "extracellular solute-binding protein" "vnz_02975" 722750 724054 "+"
"581" "sugar ABC transporter permease" "vnz_02980" 724066 725058 "+"
"582" "carbohydrate ABC transporter permease" "vnz_02985" 725093 725932 "+"
"583" "beta-glucosidase" "vnz_02990" 725968 727359 "+"
"584" "LacI family DNA-binding transcriptionalregulator" "vnz_02995" 727447 728466 "-"
"585" "discoidin domain-containing protein" "vnz_03000" 728657 730849 "+"
"586" "discoidin domain-containing protein" "vnz_03005" 730974 733160 "+"
"587" "DUF1996 domain-containing protein" "vnz_03010" 733188 734300 "+"
"588" "beta-glucosidase" "vnz_03015" 734384 735805 "+"
"589" "cytochrome P450" "vnz_03020" 736015 737262 "+"
"590" "hypothetical protein" "vnz_03025" 737323 737721 "-"
"591" "TIGR03086 family protein" "vnz_03030" 737786 738397 "-"
"592" "WYL domain-containing protein" "vnz_03035" 738460 739431 "+"
"593" "hypothetical protein" "vnz_03040" 739441 739713 "-"
"594" "Re/Si-specific NAD(P)(+) transhydrogenasesubunit alpha" "vnz_03045" 739928 741454 "+"
"595" "Re/Si-specific NAD(P)(+) transhydrogenasesubunit beta" "vnz_03050" 741456 742874 "+"
"596" "aspartate aminotransferase family protein" "vnz_03055" 742928 744295 "+"
"597" "hypothetical protein" "vnz_03060" 744594 751781 "+"
"598" "hypothetical protein" "vnz_03065" 751781 752314 "+"
"599" "ricin-type beta-trefoil lectin domain protein" "vnz_03070" 752411 756721 "-"
"600" "YihY family inner membrane protein" "vnz_03075" 756895 758016 "+"
"601" "NAD-dependent protein deacetylase" "vnz_03080" 758138 759076 "-"
"602" "spore photoproduct lyase family protein" "vnz_03085" 759162 760331 "-"
"603" "DUF4235 domain-containing protein" "vnz_03095" 760992 761258 "-"
"604" "hypothetical protein" "vnz_03100" 761255 761590 "-"
"605" "amidohydrolase" "vnz_03105" 762436 763641 "+"
"606" "ornithine decarboxylase" "vnz_03110" 763745 765211 "-"
"607" "S9 family peptidase" "vnz_03115" 765302 767368 "-"
"608" "N-acetylglutaminylglutamine amidotransferase" "vnz_03120" 767341 769125 "-"
"609" "glutamate--cysteine ligase" "vnz_03125" 769464 770711 "-"
"610" "tetratricopeptide repeat protein" "vnz_03130" 770816 772273 "-"
"611" "hypothetical protein" "vnz_03135" 773018 773419 "-"
"612" "SDR family NAD(P)-dependent oxidoreductase" "vnz_03140" 774849 775649 "+"
"613" "SDR family oxidoreductase" "vnz_03145" 775741 776634 "+"
"614" "leucine-rich repeat domain-containing protein" "vnz_03150" 776695 776994 "-"
"615" "hypothetical protein" "vnz_03155" 777043 777624 "-"
"616" "IS5 family transposase" "vnz_03180" 779899 780741 "+"
"617" "hypothetical protein" "vnz_03185" 780736 781107 "-"
"618" "hypothetical protein" "vnz_03190" 781297 781521 "+"
"619" "hypothetical protein" "vnz_03195" 781673 782089 "+"
"620" "STAS domain-containing protein" "vnz_03200" 782459 782782 "+"
"621" "hypothetical protein" "vnz_03205" 782998 783453 "+"
"622" "SMI1/KNR4 family protein" "vnz_03210" 783613 784155 "-"
"623" "MHS family MFS transporter" "vnz_03215" 784850 786217 "+"
"624" "GAF domain-containing protein" "vnz_03220" 786299 788191 "-"
"625" "3-hydroxybutyrate dehydrogenase" "vnz_03225" 788239 789048 "-"
"626" "NUDIX domain-containing protein" "vnz_03230" 789104 789586 "-"
"627" "apolipoprotein N-acyltransferase" "vnz_03235" 789655 791337 "-"
"628" "hypothetical protein" "vnz_03240" 791629 792201 "-"
"629" "aspartate/glutamate racemase family protein" "vnz_03245" 792264 793058 "-"
"630" "glycosyltransferase" "vnz_03250" 793117 794295 "+"
"631" "hypothetical protein" "vnz_03255" 794813 795328 "+"
"632" "MOSC domain-containing protein" "vnz_03260" 795384 796208 "+"
"633" "hypothetical protein" "vnz_03265" 796332 796940 "+"
"634" "right-handed parallel beta-helixrepeat-containing protein" "vnz_03270" 797133 799538 "+"
"635" "hypothetical protein" "vnz_03275" 799508 801997 "-"
"636" "DeoR/GlpR transcriptional regulator" "vnz_03280" 802131 802958 "+"
"637" "SRPBCC family protein" "vnz_03285" 802955 803395 "+"
"638" "SRPBCC family protein" "vnz_03290" 803609 804109 "+"
"639" "PLP-dependent cysteine synthase family protein" "vnz_03295" 804069 805214 "-"
"640" "hypothetical protein" "vnz_03300" 805391 805711 "+"
"641" "ATP-binding protein" "vnz_03305" 805905 806549 "+"
"642" "ABC transporter permease" "vnz_03310" 806574 809138 "-"
"643" "ABC transporter ATP-binding protein" "vnz_03315" 809135 809923 "-"
"644" "SHOCT domain-containing protein" "vnz_03320" 809920 810219 "-"
"645" "TetR/AcrR family transcriptional regulator" "vnz_03325" 810378 810962 "+"
"646" "DUF4865 family protein" "vnz_03330" 810997 811581 "+"
"647" "class I SAM-dependent methyltransferase" "vnz_03335" 811636 812406 "-"
"648" "SRPBCC family protein" "vnz_03340" 812543 813013 "+"
"649" "ROK family protein" "vnz_03345" 813168 814394 "-"
"650" "hypothetical protein" "vnz_03350" 814640 814873 "-"
"651" "MFS transporter" "vnz_03355" 815149 816369 "+"
"652" "maleylpyruvate isomerase familymycothiol-dependent enzyme" "vnz_03360" 816436 817170 "+"
"653" "dihydrofolate reductase family protein" "vnz_03365" 817171 817743 "-"
"654" "response regulator transcription factor" "vnz_03370" 817825 818490 "-"
"655" "sensor histidine kinase" "vnz_03375" 818505 819701 "-"
"656" "TetR/AcrR family transcriptional regulator" "vnz_03380" 819831 820526 "-"
"657" "nitroreductase family deazaflavin-dependentoxidoreductase" "vnz_03385" 820694 821170 "+"
"658" "dipeptidase" "vnz_03395" 823110 824474 "+"
"659" "MBL fold metallo-hydrolase" "vnz_03400" 824559 825239 "+"
"660" "hypothetical protein" "vnz_03405" 825279 825932 "+"
"661" "peptidoglycan-binding protein" "vnz_03410" 825985 826389 "-"
"662" "peptidoglycan-binding protein" "vnz_03415" 826434 826847 "-"
