"logFC","FDR","gene","add_variable","start","end","width","strand"
3.5373,0,"SCO1480","liquid culture",1581512,1581835,324,"-"
2.948,0,"SCO3291","liquid culture",3640178,3641611,1434,"+"
1.3583,0,"SCO5109","liquid culture",5551480,5551920,441,"-"
2.2862,0,"SCO4184","liquid culture",4593681,4594349,669,"+"
1.0997,4.1e-05,"SCO6394","liquid culture",7061835,7062605,771,"+"
2.2255,0,"SCO0988","liquid culture",1043277,1043969,693,"+"
2.7544,0,"SCO4350","liquid culture",4765553,4766905,1353,"-"
1.8154,0.00223,"SCO1048","liquid culture",1104500,1104952,453,"-"
1.6227,0,"SCO5789","liquid culture",6326868,6327161,294,"-"
2.1141,0,"SCO5398","liquid culture",5870023,5870463,441,"-"
3.2436,0,"SCO1158","liquid culture",1217724,1218137,414,"-"
3.9288,0,"SCO0397","liquid culture",418253,419542,1290,"+"
-0.0707,0.791461,"SCO0837","liquid culture",885004,885270,267,"-"
3.8377,0,"SCO2822","liquid culture",3082430,3083161,732,"-"
-0.1059,0.635135,"SCO6029","liquid culture",6618177,6618839,663,"-"
-0.5856,0.006761,"SCO0649","liquid culture",690966,691283,318,"+"
0.1275,0.54935,"SCO3343","liquid culture",3700056,3700430,375,"-"
2.4931,0,"SCO5396","liquid culture",5864669,5865601,933,"-"
1.6998,4e-05,"SCO5898","liquid culture",6463526,6464206,681,"+"
0.8554,1e-06,"SCO5784","liquid culture",6321291,6322367,1077,"+"
4.0724,0,"SCO5885","liquid culture",6442174,6442614,441,"-"
1.1721,2e-05,"SCO6951","liquid culture",7714825,7715706,882,"+"
0.7659,0.012924,"SCO7665","liquid culture",8490754,8490963,210,"-"
0.6305,0.004911,"SCO7620","liquid culture",8446200,8446559,360,"+"
3.9281,0,"SCO4266","liquid culture",4681886,4682866,981,"-"
1.177,1e-06,"SCO0704","liquid culture",743929,744847,919,"+"
1.4059,0,"SCO2999","liquid culture",3268611,3273572,4962,"-"
4.3734,0,"SCO5076","liquid culture",5517894,5519495,1602,"+"
3.4487,0,"SCO3656","liquid culture",4035252,4035809,558,"-"
0.4678,0.047533,"SCO0509","liquid culture",544194,545717,1524,"+"
1.9649,0,"SCO1982","liquid culture",2120213,2120395,183,"-"
0.0052,0.982552,"SCO3023","liquid culture",3305155,3306612,1458,"-"
0.1738,0.393581,"SCO3082","liquid culture",3375950,3376180,231,"+"
1.6559,9e-06,"SCO7573","liquid culture",8397789,8398133,345,"-"
0.8195,1.9e-05,"SCO1240","liquid culture",1312684,1313157,474,"+"
1.6153,0,"SCO0705","liquid culture",744945,745763,819,"-"
2.6775,0,"SCO1426","liquid culture",1522328,1522765,438,"+"
0.9421,1e-06,"SCO5820","liquid culture",6367665,6369200,1536,"+"
1.6646,5.6e-05,"SCO6393","liquid culture",7060375,7061838,1464,"+"
0.2056,0.308551,"SCO7590","liquid culture",8415439,8416959,1521,"-"
1.5545,0,"SCO6205","liquid culture",6820531,6821421,891,"-"
0.7104,6.8e-05,"SCO1590","liquid culture",1699562,1700806,1245,"-"
0.271,0.36481,"SCO6547","liquid culture",7244086,7244250,165,"+"
0.42,0.057784,"SCO1822","liquid culture",1952378,1954012,1635,"-"
1.2233,0.00019,"SCO5522","liquid culture",6015259,6016302,1044,"+"
1.4225,0.000237,"SCO2009","liquid culture",2150635,2151567,933,"+"
0.5414,0.020894,"SCO3814","liquid culture",4192477,4193454,978,"+"
1.6853,0,"SCO4676","liquid culture",5107257,5108129,873,"-"
5.0641,0,"SCO5880","liquid culture",6437814,6438134,321,"+"
0.8136,0.000321,"SCO6236","liquid culture",6859900,6860775,876,"-"
4.8442,0,"SCO5081","liquid culture",5522876,5523217,342,"+"
1.4538,0,"SCO6157","liquid culture",6759259,6760323,1065,"-"
1.4679,0,"SCO6887","liquid culture",7655700,7656185,486,"+"
2.4933,0,"SCO1155","liquid culture",1216065,1216478,414,"-"
2.1002,0,"SCO5243","liquid culture",5704007,5705092,1086,"-"
0.8057,1e-05,"SCO6201","liquid culture",6815497,6817281,1785,"+"
2.4694,0,"SCO2768","liquid culture",3019488,3019907,420,"-"
-0.1003,0.698025,"SCO3990","liquid culture",4387791,4388060,270,"-"
1.1348,6.4e-05,"SCO6950","liquid culture",7713425,7714828,1404,"+"
-0.3946,0.018735,"SCO0043","liquid culture",35179,35907,729,"-"
3.7419,0,"SCO6484","liquid culture",7174911,7177493,2583,"+"
2.8772,0,"SCO5137","liquid culture",5584655,5585086,432,"-"
1.6043,0,"SCO4790","liquid culture",5210501,5211922,1422,"-"
2.1996,0,"SCO3293","liquid culture",3642308,3642811,504,"-"
-0.0554,0.818941,"SCO5446","liquid culture",5925711,5927360,1650,"-"
-0.1705,0.420299,"SCO6571","liquid culture",7274581,7275579,999,"+"
2.8018,0,"SCO2263","liquid culture",2432297,2432911,615,"+"
0.4134,0.106558,"SCO5338","liquid culture",5810810,5811163,354,"+"
1.6748,0,"SCO5865","liquid culture",6421928,6422881,954,"+"
2.2645,0,"SCO5306","liquid culture",5778817,5779296,480,"-"
5.6039,0,"SCO6749","liquid culture",7505756,7506241,486,"+"
1.0704,4e-06,"SCO1262","liquid culture",1332872,1333633,762,"-"
0.923,7e-06,"SCO5138","liquid culture",5585424,5586392,969,"-"
-0.4308,0.101071,"SCO0665","liquid culture",703750,703977,228,"+"
2.0744,0,"SCO5749","liquid culture",6285256,6285930,675,"+"
1.8295,0,"SCO5386","liquid culture",5854163,5854486,324,"+"
0.0255,0.916762,"SCO5990","liquid culture",6564792,6565028,237,"-"
0.9543,0.000139,"SCO2370","liquid culture",2538717,2539196,480,"-"
-1.0362,0.000312,"SCO0334","liquid culture",335948,336292,345,"+"
1.9202,3e-06,"SCO4038","liquid culture",4433708,4434139,432,"-"
3.4394,0,"SCO2927","liquid culture",3178620,3179765,1146,"-"
0.6923,0.065083,"SCO5640","liquid culture",6139402,6139869,468,"-"
0.8775,4.8e-05,"SCO5539","liquid culture",6034995,6035417,423,"-"
4.0144,0,"SCO0268","liquid culture",256281,256442,162,"+"
3.6249,0,"SCO5028","liquid culture",5463012,5464337,1326,"+"
2.142,0,"SCO2584","liquid culture",2789669,2790355,687,"-"
0.4015,0.009813,"SCO2835","liquid culture",3093880,3094941,1062,"-"
0.5561,0.003343,"SCO2252","liquid culture",2419411,2419632,222,"-"
0.6782,0.000794,"SCO2561","liquid culture",2762403,2764346,1944,"-"
1.9732,0,"SCO2495","liquid culture",2688116,2689894,1779,"+"
1.7002,3e-06,"SCO7658","liquid culture",8485558,8485710,153,"+"
0.5945,0.047402,"SCO5015","liquid culture",5450794,5451405,612,"+"
0.977,2e-06,"SCO1428","liquid culture",1523218,1524393,1176,"-"
0.791,0.007172,"SCO1238","liquid culture",1311216,1311851,636,"+"
1.521,0,"SCO4799","liquid culture",5223103,5224098,996,"-"
0.5871,0.120315,"SCO5342","liquid culture",5813452,5813643,192,"+"
1.4325,0,"SCO5996","liquid culture",6568779,6571592,2814,"+"
1.5518,6e-06,"SCO1163","liquid culture",1223235,1224134,900,"-"
1.1114,9e-06,"SCO6469","liquid culture",7157133,7158338,1206,"-"
1.7466,0,"SCO2919","liquid culture",3168848,3169192,345,"-"
1.6886,4e-06,"SCO3206","liquid culture",3513616,3515160,1545,"-"
2.2699,0,"SCO7098","liquid culture",7888577,7889113,537,"-"
0.987,5.2e-05,"SCO1571","liquid culture",1681979,1682566,588,"+"
2.9794,0,"SCO7269","liquid culture",8078532,8079047,516,"-"
1.7319,0,"SCO5538","liquid culture",6034328,6034900,573,"-"
3.597,0,"SCO0388","liquid culture",407253,409214,1962,"+"
1.0193,1e-06,"SCO0703","liquid culture",743575,743802,228,"+"
2.7076,0,"SCO1532","liquid culture",1639131,1640408,1278,"-"
-0.3653,0.101497,"SCO3862","liquid culture",4247800,4248081,282,"-"
0.2852,0.130986,"SCO1905","liquid culture",2038879,2040480,1602,"-"
0.6559,0.000118,"SCO5207","liquid culture",5667547,5667984,438,"-"
0.0586,0.832913,"SCO7740","liquid culture",8575438,8575674,237,"-"
-0.9174,2.3e-05,"SCO3473","liquid culture",3834055,3834702,648,"-"
5.3631,0,"SCO5073","liquid culture",5515243,5516232,990,"+"
1.3212,3e-06,"SCO1381","liquid culture",1459887,1460573,687,"-"
0.2557,0.199556,"SCO6417","liquid culture",7085067,7086635,1569,"+"
0.8887,0.001907,"SCO2494","liquid culture",2684904,2687633,2730,"-"
-0.3046,0.153269,"SCO0121","liquid culture",99335,99949,615,"-"
1.0854,1e-06,"SCO2521","liquid culture",2718235,2719215,981,"-"
1.6444,0,"SCO0732","liquid culture",774765,776129,1365,"+"
-1.1158,3e-06,"SCO0465","liquid culture",486684,487514,831,"-"
1.1436,0.001932,"SCO1090","liquid culture",1149998,1150681,684,"+"
1.6585,0,"SCO5759","liquid culture",6294821,6295306,486,"+"
1.2284,3e-06,"SCO1452","liquid culture",1549307,1550002,696,"+"
5.69,0,"SCO5080","liquid culture",5521738,5522883,1146,"+"
4.8462,0,"SCO5088","liquid culture",5531201,5532424,1224,"+"
0.0123,0.959019,"SCO6516","liquid culture",7205826,7206224,399,"-"
0.9433,5.3e-05,"SCO6171","liquid culture",6774677,6775267,591,"+"
-0.0417,0.865934,"SCO5556","liquid culture",6054696,6055352,657,"+"
-0.2458,0.289407,"SCO7074","liquid culture",7863191,7863367,177,"+"
0.471,0.004142,"SCO5693","liquid culture",6201820,6203796,1977,"+"
3.4568,0,"SCO4983","liquid culture",5421206,5421628,423,"-"
5.0866,0,"SCO5877","liquid culture",6432566,6433618,1053,"+"
-0.0031,0.991944,"SCO6980","liquid culture",7747976,7749055,1080,"+"
2.6851,0,"SCO1574","liquid culture",1684919,1685587,669,"+"
2.3975,0,"SCO6828","liquid culture",7599249,7600730,1482,"+"
-0.8174,8e-06,"SCO4131","liquid culture",4545338,4545646,309,"-"
0.0084,0.971739,"SCO1321","liquid culture",1396238,1397416,1179,"-"
0.4044,0.015971,"SCO2067","liquid culture",2217614,2218414,801,"+"
0.6363,0.002907,"SCO0764","liquid culture",808206,809813,1608,"-"
-0.9782,2.2e-05,"SCO1415","liquid culture",1510276,1510470,195,"+"
-1.6517,0,"SCO3474","liquid culture",3834741,3835742,1002,"-"
0.4006,0.02638,"SCO6128","liquid culture",6730693,6730926,234,"-"
1.2609,0,"SCO4265","liquid culture",4680295,4681806,1512,"-"
3.3302,0,"SCO2530","liquid culture",2728656,2728922,267,"+"
1.7075,0,"SCO5014","liquid culture",5450207,5450785,579,"+"
-0.0739,0.751251,"SCO2704","liquid culture",2946094,2946828,735,"-"
2.7531,0,"SCO6796","liquid culture",7557869,7558249,381,"+"
0.0983,0.669452,"SCO5555","liquid culture",6054328,6054558,231,"+"
3.1118,0,"SCO4441","liquid culture",4863620,4864507,888,"+"
0.7223,9e-04,"SCO1376","liquid culture",1453090,1454160,1071,"+"
1.11,2.4e-05,"SCO7765","liquid culture",8595004,8595444,441,"+"
0.0534,0.839958,"SCO6572","liquid culture",7275867,7279583,3717,"+"
1.7027,1.5e-05,"SCO2512","liquid culture",2709164,2709370,207,"-"
1.7962,0,"SCO0752","liquid culture",794689,796002,1314,"-"
1.7207,0,"SCO5537","liquid culture",6033766,6034290,525,"-"
1.9592,0,"SCO3578","liquid culture",3955971,3957416,1446,"+"
0.3763,0.092304,"SCO3786","liquid culture",4162785,4163303,519,"+"
1.0318,8.6e-05,"SCO6195","liquid culture",6804196,6805872,1677,"+"
1.1319,1e-06,"SCO5545","liquid culture",6045182,6045358,177,"+"
0.4459,0.036426,"SCO7147","liquid culture",7941649,7942416,768,"+"
1.1473,1e-06,"SCO6520","liquid culture",7210082,7210882,801,"+"
2.6579,0,"SCO4091","liquid culture",4485363,4485569,207,"+"
4.846,0,"SCO3663","liquid culture",4043667,4043858,192,"-"
-0.3146,0.123576,"SCO1050","liquid culture",1106404,1107006,603,"+"
0.9048,2e-06,"SCO2102","liquid culture",2259944,2260936,993,"-"
2.8897,0,"SCO7246","liquid culture",8056020,8056262,243,"+"
1.1358,0.000123,"SCO6196","liquid culture",6805869,6807494,1626,"+"
-0.362,0.043196,"SCO2705","liquid culture",2947104,2947370,267,"-"
1.0337,5.3e-05,"SCO2381","liquid culture",2550901,2551737,837,"+"
-0.0654,0.78911,"SCO0412","liquid culture",431551,431934,384,"+"
-0.7725,4.7e-05,"SCO4688","liquid culture",5116372,5116728,357,"-"
1.7581,4e-06,"SCO4088","liquid culture",4482078,4482332,255,"-"
-1.1752,0,"SCO3478","liquid culture",3838999,3840033,1035,"-"
2.4205,2e-06,"SCO2114","liquid culture",2271664,2271915,252,"-"
0.335,0.287469,"SCO6240","liquid culture",6863358,6864092,735,"-"
0.6883,0.003582,"SCO0882","liquid culture",928670,929017,348,"+"
1.3114,3e-06,"SCO2978","liquid culture",3242925,3244322,1398,"+"
0.2929,0.087912,"SCO2924","liquid culture",3175140,3175568,429,"+"
1.5788,0,"SCO5209","liquid culture",5669080,5669691,612,"+"
1.86,0,"SCO5160","liquid culture",5607430,5608080,651,"+"
2.5245,0,"SCO7657","liquid culture",8483781,8485538,1758,"+"
2.1477,9e-06,"SCO4056","liquid culture",4449241,4449432,192,"+"
-1.4026,2e-06,"SCO4002","liquid culture",4396912,4397238,327,"+"
1.6682,0,"SCO6647","liquid culture",7383632,7384426,795,"-"
-0.2875,0.300558,"SCO4679","liquid culture",5109769,5109960,192,"+"
0.5004,0.010677,"SCO7127","liquid culture",7919133,7919627,495,"-"
1.2642,1e-06,"SCO5187","liquid culture",5644429,5644671,243,"-"
1.5819,1e-06,"SCO6637","liquid culture",7369817,7370869,1053,"-"
2.1291,0,"SCO2265","liquid culture",2434607,2434885,279,"-"
1.653,0,"SCO0587","liquid culture",628600,629058,459,"-"
0.5031,0.015036,"SCO4682","liquid culture",5111657,5111866,210,"+"
-0.3652,0.115015,"SCO1347","liquid culture",1423379,1424143,765,"+"
1.5514,0,"SCO5983","liquid culture",6558619,6560310,1692,"-"
0.9177,0.009159,"SCO5642","liquid culture",6140819,6141583,765,"-"
0.9372,0.000361,"SCO6204","liquid culture",6818863,6820326,1464,"-"
4.0384,0,"SCO7471","liquid culture",8284297,8285283,987,"+"
-0.0608,0.793916,"SCO0650","liquid culture",691320,691832,513,"+"
1.3969,1.3e-05,"SCO3715","liquid culture",4090396,4091067,672,"-"
0.4785,0.097187,"SCO1276","liquid culture",1346693,1347289,597,"+"
0.6864,0.001128,"SCO6390","liquid culture",7056189,7057292,1104,"+"
1.6432,0,"SCO7227","liquid culture",8031982,8033013,1032,"+"
-0.8733,5.9e-05,"SCO3705","liquid culture",4082028,4082879,852,"+"
1.1493,4.2e-05,"SCO0315","liquid culture",313697,315055,1359,"-"
1.0486,5.6e-05,"SCO3799","liquid culture",4179065,4179535,471,"-"
0.0799,0.742064,"SCO2903","liquid culture",3155939,3156343,405,"-"
-0.2757,0.086492,"SCO5318","liquid culture",5788216,5789487,1272,"-"
0.6187,6.6e-05,"SCO2312","liquid culture",2483562,2484278,717,"+"
2.6223,0,"SCO1993","liquid culture",2129838,2130524,687,"-"
0.2468,0.121784,"SCO5309","liquid culture",5781254,5782351,1098,"+"
1.6313,3e-06,"SCO7273","liquid culture",8081893,8082303,411,"+"
2.8357,0,"SCO4034","liquid culture",4430684,4431640,957,"-"
1.4502,2e-06,"SCO1795","liquid culture",1924446,1924952,507,"+"
1.206,0,"SCO2220","liquid culture",2383230,2385161,1932,"+"
1.4676,0,"SCO1277","liquid culture",1347343,1348086,744,"+"
2.6729,0,"SCO7784","liquid culture",8610851,8611627,777,"+"
1.9234,1e-06,"SCO2779","liquid culture",3032065,3033225,1161,"+"
1.1949,1.9e-05,"SCO2826","liquid culture",3086692,3087165,474,"+"
1.6241,1e-06,"SCO1249","liquid culture",1320980,1321207,228,"-"
0.4191,0.010733,"SCO6351","liquid culture",7012868,7013566,699,"+"
1.2471,1e-06,"SCO5107","liquid culture",5548604,5550565,1962,"-"
0.1307,0.560729,"SCO4632","liquid culture",5055828,5058728,2901,"+"
1.7192,0,"SCO5385","liquid culture",5853124,5853972,849,"+"
0.0896,0.711536,"SCO6570","liquid culture",7273272,7274564,1293,"+"
-0.1007,0.653234,"SCO6033","liquid culture",6623033,6624127,1095,"+"
-0.2709,0.194652,"SCO7332","liquid culture",8143094,8145319,2226,"-"
2.6081,0,"SCO1749","liquid culture",1869279,1869719,441,"+"
0.5915,0.00079,"SCO7338","liquid culture",8151576,8153723,2148,"+"
0.0474,0.84145,"SCO0081","liquid culture",68914,69647,734,"-"
2.7038,0,"SCO5077","liquid culture",5519497,5519892,396,"+"
-1.0475,2e-06,"SCO2589","liquid culture",2797141,2799372,2232,"+"
0.0864,0.704372,"SCO1010","liquid culture",1064858,1066294,1437,"+"
-0.7833,0.005246,"SCO2867","liquid culture",3123679,3123906,228,"+"
0.7819,0.000382,"SCO1735","liquid culture",1853026,1853898,873,"-"
-1.172,1e-06,"SCO3480","liquid culture",3843523,3844608,1086,"-"
2.2274,0,"SCO1166","liquid culture",1225651,1225983,333,"-"
1.9364,2e-06,"SCO1100","liquid culture",1158218,1158796,579,"+"
0.373,0.119627,"SCO5629","liquid culture",6128360,6131020,2661,"-"
1.346,1.5e-05,"SCO4678","liquid culture",5108924,5109772,849,"+"
0.0022,0.993254,"SCO7228","liquid culture",8033017,8034681,1665,"-"
2.3933,0,"SCO7043","liquid culture",7835383,7835715,333,"+"
-1.4078,0,"SCO3476","liquid culture",3837216,3837971,756,"-"
0.7635,0.001155,"SCO2921","liquid culture",3172118,3172417,300,"+"
0.0084,0.971903,"SCO7150","liquid culture",7943578,7944414,837,"-"
1.5109,0.000156,"SCO4347","liquid culture",4761245,4761673,429,"-"
0.2325,0.413157,"SCO1192","liquid culture",1264780,1265148,369,"+"
3.1492,0,"SCO1646","liquid culture",1759899,1760117,219,"-"
0.5088,0.000399,"SCO1479","liquid culture",1580881,1581474,594,"-"
3.4537,0,"SCO3662","liquid culture",4043330,4043665,336,"-"
3.3932,1e-06,"SCO6744","liquid culture",7501897,7502100,204,"+"
1.1614,4e-06,"SCO6155","liquid culture",6756908,6758650,1743,"+"
-1.0438,0,"SCO3479","liquid culture",3840395,3843382,2988,"-"
-0.5762,0.000409,"SCO7450","liquid culture",8265291,8265896,606,"+"
1.6468,0,"SCO2461","liquid culture",2647411,2647737,327,"+"
3.6246,0,"SCO6949","liquid culture",7712805,7713266,462,"-"
0.7534,2.5e-05,"SCO2365","liquid culture",2534532,2535269,738,"-"
1.8464,0,"SCO3620","liquid culture",3998255,3999019,765,"+"
3.9212,0,"SCO4409","liquid culture",4827365,4827958,594,"-"
-0.081,0.725887,"SCO4538","liquid culture",4956301,4956636,336,"-"
0.5368,0.004277,"SCO1892","liquid culture",2026325,2027572,1248,"+"
-0.0413,0.86541,"SCO4055","liquid culture",4447967,4449100,1134,"-"
-2.4109,0,"SCO2457","liquid culture",2644511,2644906,396,"-"
-0.3369,0.071547,"SCO6416","liquid culture",7083950,7084972,1023,"+"
2.2067,0,"SCO0560","liquid culture",601133,603355,2223,"-"
2.415,0,"SCO2207","liquid culture",2371976,2372671,696,"+"
0.4147,0.027086,"SCO2290","liquid culture",2460057,2460398,342,"+"
6.5565,0,"SCO5083","liquid culture",5524073,5525809,1737,"+"
0.8515,3e-06,"SCO2963","liquid culture",3222520,3224004,1485,"-"
0.3732,0.053237,"SCO5286","liquid culture",5759307,5760134,828,"-"
0.5796,0.001324,"SCO5801","liquid culture",6342563,6343258,696,"+"
-0.2114,0.295709,"SCO7263","liquid culture",8073282,8074172,891,"+"
4.9397,0,"SCO1023","liquid culture",1078574,1079182,609,"+"
1.3017,0,"SCO2582","liquid culture",2787290,2788498,1209,"+"
-0.8293,0.000182,"SCO3224","liquid culture",3535855,3536808,954,"-"
2.2493,1e-06,"SCO4571","liquid culture",4990081,4990938,858,"+"
0.7294,0.000169,"SCO4902","liquid culture",5335877,5336245,369,"+"
1.2081,1e-06,"SCO2524","liquid culture",2721099,2722943,1845,"-"
3.3605,0,"SCO6000","liquid culture",6578236,6578481,246,"+"
1.2584,2.5e-05,"SCO5447","liquid culture",5927688,5929742,2055,"-"
0.4676,0.013356,"SCO2923","liquid culture",3173314,3173988,675,"-"
1.0068,0.000244,"SCO0561","liquid culture",603385,603840,456,"-"
-0.1563,0.415161,"SCO3543","liquid culture",3915027,3917885,2859,"-"
0.3624,0.037826,"SCO6414","liquid culture",7081657,7082499,843,"+"
-0.9866,3.9e-05,"SCO7674","liquid culture",8498017,8498415,399,"+"
0.0917,0.692888,"SCO2253","liquid culture",2419629,2420483,855,"-"
1.6339,0,"SCO4982","liquid culture",5420938,5421120,183,"+"
1.8421,0,"SCO3950","liquid culture",4350063,4350980,918,"-"
0.8981,0.000111,"SCO4978","liquid culture",5415297,5416001,705,"-"
4.0636,0,"SCO2519","liquid culture",2714777,2716855,2079,"-"
2.1,0,"SCO7291","liquid culture",8095690,8097306,1617,"-"
3.2256,0,"SCO2832","liquid culture",3090880,3091737,858,"+"
-1.8154,0,"SCO7575","liquid culture",8398566,8399423,858,"-"
4.1646,0,"SCO5072","liquid culture",5514323,5515246,924,"+"
2.2072,0,"SCO6208","liquid culture",6822714,6823082,369,"+"
0.7293,0.006071,"SCO2979","liquid culture",3244399,3245682,1284,"+"
-0.9866,1.4e-05,"SCO6848","liquid culture",7621003,7621461,459,"-"
1.6192,0,"SCO7579","liquid culture",8402873,8403748,876,"+"
-0.0781,0.734842,"SCO5157","liquid culture",5603731,5604846,1116,"-"
1.7592,0,"SCO1529","liquid culture",1634572,1636227,1656,"+"
0.4587,0.041406,"SCO2526","liquid culture",2724049,2724603,555,"+"
3.5306,0,"SCO1178","liquid culture",1242334,1242783,450,"-"
1.7083,0,"SCO4118","liquid culture",4523502,4524395,894,"-"
0.9831,0.000151,"SCO5710","liquid culture",6221737,6225837,4101,"+"
0.9148,1.4e-05,"SCO0305","liquid culture",299213,302092,2880,"+"
1.3089,0,"SCO2531","liquid culture",2728980,2730326,1347,"+"
-0.5902,0.006015,"SCO4965","liquid culture",5400027,5400524,498,"-"
1.7251,0,"SCO0733","liquid culture",776203,776388,186,"-"
5.0301,0,"SCO5092","liquid culture",5534558,5535091,534,"+"
2.3629,0,"SCO6476","liquid culture",7166743,7167336,594,"+"
-0.2971,0.118471,"SCO0651","liquid culture",691829,692614,786,"+"
-0.8352,2.3e-05,"SCO1600","liquid culture",1711121,1711774,654,"-"
3.0047,0,"SCO4903","liquid culture",5336333,5336536,204,"-"
-0.2619,0.113578,"SCO4241","liquid culture",4646671,4648308,1638,"-"
0.5001,0.022821,"SCO2078","liquid culture",2231834,2232118,285,"-"
-0.5362,0.009642,"SCO0197","liquid culture",187019,187459,441,"-"
1.6449,0,"SCO1836","liquid culture",1964896,1965378,483,"-"
-1.4036,0,"SCO3486","liquid culture",3850388,3851866,1479,"+"
3.0911,1e-06,"SCO5987","liquid culture",6562884,6563093,210,"-"
2.0879,0,"SCO2586","liquid culture",2791720,2792250,531,"-"
