"gene","add_variable","logFC","FDR","start","end","strand"
"vnz_14705","DbldCcsWT14h",-0.269927668337238,0.426543209713487,3271306,3272064,"+"
"vnz_28870","DbldCvsWT10h",-7.36388956418202,3.30663738737549e-07,6360360,6360938,"-"
"vnz_28870","DbldCcsWT14h",-2.11541088354291,0.000232004876779843,6360360,6360938,"-"
"vnz_03915","DbldCvsWT10h",-4.23866056515552,5.81035838807486e-07,940869,942077,"+"
"vnz_03915","DbldCcsWT14h",-4.97010866586139,3.31770442814143e-07,940869,942077,"+"
"vnz_23155","DbldCvsWT10h",-3.04701693936303,3.79953680898561e-06,5040557,5041129,"+"
"vnz_23155","DbldCcsWT14h",-5.20722420083069,3.35337540683502e-07,5040557,5041129,"+"
"vnz_28950","DbldCvsWT10h",-4.33329028890049,3.42010660368889e-07,6381645,6382127,"+"
"vnz_28950","DbldCcsWT14h",-3.87389275837425,6.27362663557734e-07,6381645,6382127,"+"
"vnz_35475","DbldCvsWT10h",-5.691157927045,3.42010660368889e-07,7909331,7910611,"-"
"vnz_35475","DbldCcsWT14h",-5.80155319024052,3.6412220105525e-07,7909331,7910611,"-"
"vnz_04640","DbldCvsWT10h",-4.11186283946788,1.18856750803658e-06,1086956,1087162,"+"
"vnz_04640","DbldCcsWT14h",-5.50932094080593,3.42637915321255e-07,1086956,1087162,"+"
"vnz_16835","DbldCvsWT10h",-4.76355602747944,5.29347797178891e-07,3738331,3740004,"-"
"vnz_16835","DbldCcsWT14h",-5.50614770512645,3.42637915321255e-07,3738331,3740004,"-"
"vnz_23855","DbldCvsWT10h",-6.75260143724689,4.67763874433598e-07,5189895,5190893,"+"
"vnz_23855","DbldCcsWT14h",-7.07678912527598,3.42637915321255e-07,5189895,5190893,"+"
"vnz_34490","DbldCvsWT10h",-0.659897242252305,0.0244417834286536,7653147,7656143,"-"
"vnz_34490","DbldCcsWT14h",-4.65925144944505,3.42637915321255e-07,7653147,7656143,"-"
"vnz_35480","DbldCvsWT10h",-5.35978941865945,3.90012774765027e-07,7910601,7911917,"-"
"vnz_35480","DbldCcsWT14h",-5.9034626069732,3.45225510241252e-07,7910601,7911917,"-"
"vnz_30450","DbldCvsWT10h",-3.42134758323175,1.42685759072092e-06,6718676,6719956,"+"
"vnz_30450","DbldCcsWT14h",-4.52942956968328,3.5042069341143e-07,6718676,6719956,"+"
"vnz_03695","DbldCvsWT10h",-0.615669122426773,0.0109846317655998,887250,888458,"-"
"vnz_03695","DbldCcsWT14h",4.26315519151249,3.53404382302368e-07,887250,888458,"-"
"vnz_35045","DbldCvsWT10h",-6.47214695983919,3.5424062726228e-07,7797007,7797903,"+"
"vnz_35045","DbldCcsWT14h",-5.11702965284995,8.97746251983951e-07,7797007,7797903,"+"
"vnz_21570","DbldCvsWT10h",3.87720111576452,3.58786612909332e-07,4720229,4720636,"-"
"vnz_21570","DbldCcsWT14h",3.29040081935747,7.85832574860283e-07,4720229,4720636,"-"
"vnz_21995","DbldCvsWT10h",4.82433825117769,3.58786612909332e-07,4788643,4789548,"+"
"vnz_21995","DbldCcsWT14h",3.03155459594827,2.9359120442982e-06,4788643,4789548,"+"
"vnz_01260","DbldCvsWT10h",-6.77230982093612,4.2911410414894e-07,276751,278220,"+"
"vnz_01260","DbldCcsWT14h",-7.14912720577913,3.61236735424095e-07,276751,278220,"+"
"vnz_23150","DbldCvsWT10h",-3.45335213503677,3.18303899619887e-06,5039888,5040544,"+"
"vnz_23150","DbldCcsWT14h",-5.57609393542346,3.61236735424095e-07,5039888,5040544,"+"
"vnz_15375","DbldCvsWT10h",-0.225161727512062,0.349512117542221,3427793,3428470,"-"
"vnz_15375","DbldCcsWT14h",-4.66672377211317,3.614857489095e-07,3427793,3428470,"-"
"vnz_01985","DbldCvsWT10h",-5.37501385314207,3.74518507966568e-07,446205,447413,"+"
"vnz_01985","DbldCcsWT14h",-5.68680382872258,3.6412220105525e-07,446205,447413,"+"
"vnz_04955","DbldCvsWT10h",-3.65662105731469,1.2380712489986e-06,1166191,1166418,"+"
"vnz_04955","DbldCcsWT14h",-3.96097738954975,3.6412220105525e-07,1166191,1166418,"+"
"vnz_08245","DbldCvsWT10h",2.7079429668561,4.95879912630696e-06,1883493,1884221,"-"
"vnz_08245","DbldCcsWT14h",4.48063087726633,3.6412220105525e-07,1883493,1884221,"-"
"vnz_29415","DbldCvsWT10h",-1.54905046371431,4.27008339337045e-05,6479518,6480306,"-"
"vnz_29415","DbldCcsWT14h",-3.72427649791031,3.6412220105525e-07,6479518,6480306,"-"
"vnz_32875","DbldCvsWT10h",4.17631314487453,4.92057441464446e-07,7290253,7291761,"+"
"vnz_32875","DbldCcsWT14h",4.83630963882535,3.6412220105525e-07,7290253,7291761,"+"
"vnz_13000","DbldCvsWT10h",-4.93837721131554,3.67989494891651e-07,2892418,2893068,"+"
"vnz_13000","DbldCcsWT14h",-2.24864658667881,2.66223540895803e-05,2892418,2893068,"+"
"vnz_30760","DbldCvsWT10h",-5.89385082533646,3.71312845769597e-07,6789786,6790577,"-"
"vnz_30760","DbldCcsWT14h",-4.51371229453039,1.0888692264187e-06,6789786,6790577,"-"
"vnz_25210","DbldCvsWT10h",-5.79587595769689,3.74518507966568e-07,5492463,5493893,"+"
"vnz_25210","DbldCcsWT14h",-2.48734656080103,2.90143270439338e-05,5492463,5493893,"+"
"vnz_24765","DbldCvsWT10h",5.26008775190487,5.89270131378806e-07,5394431,5395528,"+"
"vnz_24765","DbldCcsWT14h",5.76084128804517,3.7640353668909e-07,5394431,5395528,"+"
"vnz_01950","DbldCvsWT10h",-3.39743997969002,1.37009451965379e-06,436306,437700,"+"
"vnz_01950","DbldCcsWT14h",-4.45842694439219,3.79705916873454e-07,436306,437700,"+"
"vnz_31745","DbldCvsWT10h",-2.87638050985745,2.64062173401656e-06,7018396,7019016,"-"
"vnz_31745","DbldCcsWT14h",-4.21701417444279,3.79705916873454e-07,7018396,7019016,"-"
"vnz_13145","DbldCvsWT10h",-0.134968491315979,0.518708676283856,2918843,2920210,"-"
"vnz_13145","DbldCcsWT14h",-3.75442097207261,3.82822810464582e-07,2918843,2920210,"-"
"vnz_28290","DbldCvsWT10h",-4.66218321334508,3.85299936798823e-07,6203781,6205163,"+"
"vnz_28290","DbldCcsWT14h",-3.4845369785201,1.41452388140435e-06,6203781,6205163,"+"
"vnz_30465","DbldCvsWT10h",-2.61117441537739,5.74202323875372e-06,6722349,6722864,"-"
"vnz_30465","DbldCcsWT14h",-4.09869751797351,3.88147319747414e-07,6722349,6722864,"-"
"vnz_06205","DbldCvsWT10h",-4.23509118236501,3.89539683872967e-07,1434244,1435134,"-"
"vnz_06205","DbldCcsWT14h",-4.08499263028348,4.75620274854293e-07,1434244,1435134,"-"
"vnz_33615","DbldCvsWT10h",-2.76117229883421,2.60468384065652e-06,7465801,7466304,"-"
"vnz_33615","DbldCcsWT14h",-4.03724745162682,3.93023470140173e-07,7465801,7466304,"-"
"vnz_24915","DbldCvsWT10h",-4.65821391658202,3.93425441142257e-07,5423551,5423943,"+"
"vnz_24915","DbldCcsWT14h",-2.66423929982476,6.28125761573327e-06,5423551,5423943,"+"
"vnz_35645","DbldCvsWT10h",2.00503819238662,2.00706615102952e-05,7953747,7954556,"-"
"vnz_35645","DbldCcsWT14h",4.10713202921717,3.98056960739043e-07,7953747,7954556,"-"
"vnz_28260","DbldCvsWT10h",-4.14394129471958,3.99898691750377e-07,6199131,6199772,"-"
"vnz_28260","DbldCcsWT14h",-0.426285152404168,0.0661331829158727,6199131,6199772,"-"
"vnz_07365","DbldCvsWT10h",-5.78426009795908,4.01819469124526e-07,1683699,1684697,"-"
"vnz_07365","DbldCcsWT14h",-5.23822581226555,6.44485768227453e-07,1683699,1684697,"-"
"vnz_28900","DbldCvsWT10h",-5.91264582142794,4.03946531576969e-07,6366290,6366715,"-"
"vnz_28900","DbldCcsWT14h",-2.36750304620223,0.000112731573758034,6366290,6366715,"-"
"vnz_25215","DbldCvsWT10h",-5.5740158657639,4.21479035609928e-07,5493959,5495317,"+"
"vnz_25215","DbldCcsWT14h",-2.05771397996675,0.000108886691582769,5493959,5495317,"+"
"vnz_28865","DbldCvsWT10h",-5.65010160406024,4.21479035609928e-07,6358628,6359329,"-"
"vnz_28865","DbldCcsWT14h",-1.45465195376753,0.00122172222544659,6358628,6359329,"-"
"vnz_34785","DbldCvsWT10h",-1.80776299067518,8.15841136146833e-05,7723546,7737882,"+"
"vnz_34785","DbldCcsWT14h",-4.78924306744603,4.23258049834879e-07,7723546,7737882,"+"
"vnz_05190","DbldCvsWT10h",-2.37636271615946,4.26381250943515e-06,1214293,1214811,"+"
"vnz_05190","DbldCcsWT14h",-3.62645792798892,4.26082979047942e-07,1214293,1214811,"+"
"vnz_20485","DbldCvsWT10h",-4.92292163534393,5.81035838807486e-07,4490507,4491952,"+"
"vnz_20485","DbldCcsWT14h",-5.24074103993668,4.43328435347284e-07,4490507,4491952,"+"
"vnz_14060","DbldCvsWT10h",3.05630031670686,3.17688649492544e-06,3125331,3125813,"+"
"vnz_14060","DbldCcsWT14h",4.43400955797791,4.4499538805044e-07,3125331,3125813,"+"
"vnz_05695","DbldCvsWT10h",1.81144544649248,2.50024426718224e-05,1318542,1319120,"-"
"vnz_05695","DbldCcsWT14h",-3.62951085333201,4.48332093894376e-07,1318542,1319120,"-"
"vnz_26105","DbldCvsWT10h",-4.14191889257789,4.53045684251552e-07,5704234,5705709,"+"
"vnz_26105","DbldCcsWT14h",-3.52945014629986,9.13356688620416e-07,5704234,5705709,"+"
"vnz_31975","DbldCvsWT10h",-5.94465165145936,4.71340991402401e-07,7071572,7074199,"-"
"vnz_31975","DbldCcsWT14h",-1.36782292603222,0.0015844210974425,7071572,7074199,"-"
"vnz_22895","DbldCvsWT10h",-4.41679307682082,4.73101893673829e-07,4985630,4985863,"+"
"vnz_22895","DbldCcsWT14h",-4.0680612667321,6.74542447802156e-07,4985630,4985863,"+"
"vnz_35470","DbldCvsWT10h",-5.40935984258482,4.92057441464446e-07,7907760,7909334,"-"
"vnz_35470","DbldCcsWT14h",-5.80669495033083,4.73581937272435e-07,7907760,7909334,"-"
"vnz_27090","DbldCvsWT10h",-3.27111407793459,1.4107649511058e-06,5941413,5942771,"+"
"vnz_27090","DbldCcsWT14h",-4.12360722055791,4.75620274854293e-07,5941413,5942771,"+"
"vnz_15110","DbldCvsWT10h",3.23342097142133,3.43538231756457e-06,3366729,3367076,"+"
"vnz_15110","DbldCcsWT14h",4.20266546031898,4.76396387068671e-07,3366729,3367076,"+"
"vnz_22620","DbldCvsWT10h",-3.50780682330135,1.1896884953808e-06,4928379,4928777,"+"
"vnz_22620","DbldCcsWT14h",-4.34588285808315,4.78418657327823e-07,4928379,4928777,"+"
"vnz_35825","DbldCvsWT10h",-5.79854320703795,4.85361342080346e-07,7998616,7999050,"+"
"vnz_35825","DbldCcsWT14h",-5.18469073533075,5.2562248685298e-07,7998616,7999050,"+"
"vnz_19225","DbldCvsWT10h",-3.14932085941062,1.49478926533102e-06,4238032,4238874,"+"
"vnz_19225","DbldCcsWT14h",-3.99808369834281,4.88349964845687e-07,4238032,4238874,"+"
"vnz_20490","DbldCvsWT10h",-5.71674092875602,7.16943427028113e-07,4491945,4492169,"-"
"vnz_20490","DbldCcsWT14h",-6.16967915720293,4.90083119024101e-07,4491945,4492169,"-"
"vnz_00240","DbldCvsWT10h",-4.26387834715333,4.92057441464446e-07,54125,54952,"-"
"vnz_00240","DbldCcsWT14h",-3.74646580770962,7.85832574860283e-07,54125,54952,"-"
"vnz_16410","DbldCvsWT10h",-6.32036350217369,4.92057441464446e-07,3649723,3651030,"-"
"vnz_16410","DbldCcsWT14h",-4.66009211327904,1.68194610827997e-06,3649723,3651030,"-"
"vnz_16010","DbldCvsWT10h",2.11481948972918,1.22305347124151e-05,3562524,3564368,"+"
"vnz_16010","DbldCcsWT14h",3.73546290994521,5.03539673168301e-07,3562524,3564368,"+"
"vnz_25180","DbldCvsWT10h",-3.39640873631941,3.18719556531653e-06,5482201,5484513,"-"
"vnz_25180","DbldCcsWT14h",-4.69940686468233,5.03539673168301e-07,5482201,5484513,"-"
"vnz_25225","DbldCvsWT10h",-5.6764797666888,5.06301948542843e-07,5496536,5497876,"+"
"vnz_25225","DbldCcsWT14h",-2.92782055122571,1.91619062042035e-05,5496536,5497876,"+"
"vnz_19000","DbldCvsWT10h",-3.41675630968203,1.48217973986345e-06,4179099,4179668,"+"
"vnz_19000","DbldCcsWT14h",-4.1673219235935,5.06658875977994e-07,4179099,4179668,"+"
"vnz_30290","DbldCvsWT10h",-3.36141632789887,6.71330093385973e-07,6678961,6682692,"+"
"vnz_30290","DbldCcsWT14h",-3.49248647973166,5.07235499963202e-07,6678961,6682692,"+"
"vnz_16000","DbldCvsWT10h",1.49083124786561,4.84487317802355e-05,3560244,3561233,"+"
"vnz_16000","DbldCcsWT14h",3.2427526976322,5.2562248685298e-07,3560244,3561233,"+"
"vnz_31960","DbldCvsWT10h",-4.9754187805738,5.28191764103279e-07,7067293,7068975,"-"
"vnz_31960","DbldCcsWT14h",-3.54618548402649,2.22798756273699e-06,7067293,7068975,"-"
"vnz_02635","DbldCvsWT10h",-4.35926972336453,8.80968611490132e-07,633034,634179,"+"
"vnz_02635","DbldCcsWT14h",-4.77335446685642,5.40092609223734e-07,633034,634179,"+"
"vnz_30270","DbldCvsWT10h",-4.64692534416536,1.07720840160602e-06,6673724,6674848,"-"
"vnz_30270","DbldCcsWT14h",-5.13382397674294,5.40554563478792e-07,6673724,6674848,"-"
"vnz_28125","DbldCvsWT10h",-5.55149135160836,5.49388126462448e-07,6172252,6173088,"-"
"vnz_28125","DbldCcsWT14h",-3.98243385398317,2.80304493146985e-06,6172252,6173088,"-"
"vnz_22025","DbldCvsWT10h",5.0181262591698,5.56420928136253e-07,4794934,4796175,"-"
"vnz_22025","DbldCcsWT14h",3.8971612114097,1.45677528061916e-06,4794934,4796175,"-"
"vnz_28130","DbldCvsWT10h",-5.46927532164462,5.62014576896617e-07,6173085,6173513,"-"
"vnz_28130","DbldCcsWT14h",-4.13766287316288,2.47470709777774e-06,6173085,6173513,"-"
"vnz_14140","DbldCvsWT10h",3.00925685819275,1.55569493578713e-06,3136202,3138238,"+"
"vnz_14140","DbldCcsWT14h",3.63968966118175,5.66727232472961e-07,3136202,3138238,"+"
"vnz_18540","DbldCvsWT10h",-3.41366151421763,5.71996152198528e-07,4094111,4095073,"+"
"vnz_18540","DbldCcsWT14h",-1.27201193750327,0.000147131176826623,4094111,4095073,"+"
"vnz_13965","DbldCvsWT10h",2.50683991631356,4.24310217799687e-06,3116157,3116381,"+"
"vnz_13965","DbldCcsWT14h",3.35674314690586,5.78609300105886e-07,3116157,3116381,"+"
"vnz_29910","DbldCvsWT10h",-3.4748005792981,5.3311257826617e-06,6589673,6595819,"+"
"vnz_29910","DbldCcsWT14h",-5.50518891363686,5.78609300105886e-07,6589673,6595819,"+"
"vnz_18450","DbldCvsWT10h",-4.88723445852494,5.81035838807486e-07,4076065,4076370,"+"
"vnz_18450","DbldCcsWT14h",-2.32233058882545,2.18319732308378e-05,4076065,4076370,"+"
"vnz_29905","DbldCvsWT10h",-4.28828191786487,2.32099549304264e-06,6587256,6589559,"+"
"vnz_29905","DbldCcsWT14h",-5.63671025721621,6.27362663557734e-07,6587256,6589559,"+"
"vnz_13885","DbldCvsWT10h",-6.03218327563007,6.34724412447979e-07,3103924,3104346,"+"
"vnz_13885","DbldCcsWT14h",-4.91633601900966,1.39474128418903e-06,3103924,3104346,"+"
"vnz_02640","DbldCvsWT10h",-6.17202261556968,7.66186660444718e-07,634154,635680,"-"
"vnz_02640","DbldCcsWT14h",-6.35371037779825,6.42395200772367e-07,634154,635680,"-"
"vnz_19255","DbldCvsWT10h",0.153441056246291,0.584781640680137,4242323,4243396,"-"
"vnz_19255","DbldCcsWT14h",4.87812247863275,6.61900243879969e-07,4242323,4243396,"-"
"vnz_28135","DbldCvsWT10h",-5.52178879793003,6.69447122454534e-07,6173659,6174825,"-"
"vnz_28135","DbldCcsWT14h",-3.4408302657758,6.69515894064297e-06,6173659,6174825,"-"
"vnz_21895","DbldCvsWT10h",1.42255666549447,0.000107786969472779,4770033,4770905,"+"
"vnz_21895","DbldCcsWT14h",3.42473391888504,6.69500834150575e-07,4770033,4770905,"+"
"vnz_28265","DbldCvsWT10h",-3.75929662425808,6.74280924436892e-07,6199769,6200482,"-"
"vnz_28265","DbldCcsWT14h",-0.489078186106316,0.0358439287437586,6199769,6200482,"-"
"vnz_31930","DbldCvsWT10h",-3.55833803897195,6.21278608069346e-06,7062624,7063196,"+"
"vnz_31930","DbldCcsWT14h",-5.98228001595249,6.74542447802156e-07,7062624,7063196,"+"
"vnz_17235","DbldCvsWT10h",-7.09199475902172,6.77188710692413e-07,3812979,3813182,"-"
"vnz_17235","DbldCcsWT14h",1.35367983647879,0.00856712454422849,3812979,3813182,"-"
"vnz_20925","DbldCvsWT10h",-4.51284752503199,6.77188710692413e-07,4582751,4585357,"-"
"vnz_20925","DbldCcsWT14h",-0.922426170887463,0.00468121933939943,4582751,4585357,"-"
"vnz_30280","DbldCvsWT10h",-3.39038786014799,1.13808807638986e-06,6675841,6677937,"-"
"vnz_30280","DbldCcsWT14h",-3.68644545626804,6.77905924931856e-07,6675841,6677937,"-"
"vnz_36685","DbldCvsWT10h",-3.25559057214672,1.2708238708716e-06,8213010,8213798,"+"
"vnz_36685","DbldCcsWT14h",-3.50693255944438,6.77905924931856e-07,8213010,8213798,"+"
"vnz_21555","DbldCvsWT10h",3.42433128294855,6.80320900022575e-07,4718719,4719021,"-"
"vnz_21555","DbldCcsWT14h",3.29708905036578,9.13356688620416e-07,4718719,4719021,"-"
"vnz_18585","DbldCvsWT10h",1.08315637496073,0.0017505388925366,4104943,4106547,"-"
"vnz_18585","DbldCcsWT14h",4.05991959095107,6.83815718108225e-07,4104943,4106547,"-"
"vnz_23160","DbldCvsWT10h",-3.07009160557178,6.62327020652893e-06,5041139,5041756,"+"
"vnz_23160","DbldCcsWT14h",-4.87419843567314,6.83815718108225e-07,5041139,5041756,"+"
"vnz_22470","DbldCvsWT10h",-0.136127099240193,0.639830728478273,4898897,4899919,"-"
"vnz_22470","DbldCcsWT14h",5.16937721978956,6.95139039631117e-07,4898897,4899919,"-"
"vnz_22945","DbldCvsWT10h",-3.10256826835755,2.92641177210441e-06,4997378,4998826,"-"
"vnz_22945","DbldCcsWT14h",-3.84628753683822,6.95139039631117e-07,4997378,4998826,"-"
"vnz_25830","DbldCvsWT10h",-2.70974495561169,2.35412533363986e-06,5651799,5652965,"-"
"vnz_25830","DbldCcsWT14h",-3.511058901583,7.03696203279109e-07,5651799,5652965,"-"
"vnz_35420","DbldCvsWT10h",-4.84547874644513,1.3662691685901e-06,7893277,7893924,"-"
"vnz_35420","DbldCcsWT14h",-6.04256532611862,7.03696203279109e-07,7893277,7893924,"-"
"vnz_19085","DbldCvsWT10h",-3.50761327147545,6.45545218320665e-06,4200526,4201965,"-"
"vnz_19085","DbldCcsWT14h",-5.5435678801178,7.13606338172393e-07,4200526,4201965,"-"
"vnz_35460","DbldCvsWT10h",-5.33888389870553,1.4107649511058e-06,7904284,7906209,"-"
"vnz_35460","DbldCcsWT14h",-6.47553481130572,7.13606338172393e-07,7904284,7906209,"-"
"vnz_02595","DbldCvsWT10h",-4.4738204776402,7.16943427028113e-07,619585,622632,"-"
"vnz_02595","DbldCcsWT14h",-3.92268575765908,1.25814499091805e-06,619585,622632,"-"
"vnz_19920","DbldCvsWT10h",-2.18979936157924,1.95415565679446e-05,4366748,4368499,"+"
"vnz_19920","DbldCcsWT14h",-4.01230780784613,7.36092336282106e-07,4366748,4368499,"+"
"vnz_09960","DbldCvsWT10h",-1.50097613374316,4.69500293791362e-05,2250503,2251051,"-"
"vnz_09960","DbldCcsWT14h",-3.11988348821587,7.36381220266977e-07,2250503,2251051,"-"
"vnz_13960","DbldCvsWT10h",2.12088384897436,1.27149171090331e-05,3115838,3116080,"+"
"vnz_13960","DbldCcsWT14h",3.48679023433047,7.46250508646789e-07,3115838,3116080,"+"
"vnz_13955","DbldCvsWT10h",2.49042417893902,8.39294189272897e-06,3115623,3115841,"+"
"vnz_13955","DbldCcsWT14h",3.82031964915611,7.5614137573577e-07,3115623,3115841,"+"
"vnz_06565","DbldCvsWT10h",-6.15587591934787,7.66186660444718e-07,1507299,1508129,"+"
"vnz_06565","DbldCcsWT14h",-5.45912630071705,1.34786764180052e-06,1507299,1508129,"+"
"vnz_26100","DbldCvsWT10h",-4.74332920758423,7.66186660444718e-07,5703152,5703808,"-"
"vnz_26100","DbldCcsWT14h",-2.06414960409987,5.01450399802756e-05,5703152,5703808,"-"
"vnz_00225","DbldCvsWT10h",-3.1337205447978,7.69795980240551e-07,51489,51767,"+"
"vnz_00225","DbldCcsWT14h",-1.40991334066226,5.18392365004877e-05,51489,51767,"+"
"vnz_28250","DbldCvsWT10h",-4.14899849062581,7.74661908728441e-07,6195779,6197725,"-"
"vnz_28250","DbldCcsWT14h",-0.221824555010498,0.355236532889441,6195779,6197725,"-"
"vnz_33660","DbldCvsWT10h",-5.76253336850347,7.83388552861663e-07,7472947,7473711,"-"
"vnz_33660","DbldCcsWT14h",-4.04085211791065,3.43178522891991e-06,7472947,7473711,"-"
"vnz_01980","DbldCvsWT10h",-5.36893026819718,1.07720840160602e-06,444658,446208,"+"
"vnz_01980","DbldCcsWT14h",-5.70921809541333,7.85832574860283e-07,444658,446208,"+"
"vnz_13465","DbldCvsWT10h",-2.94058259153428,5.90110132650352e-06,3001903,3002457,"+"
"vnz_13465","DbldCcsWT14h",-4.33419111171244,7.85832574860283e-07,3001903,3002457,"+"
"vnz_14050","DbldCvsWT10h",3.31998431340396,3.36128864860017e-06,3124608,3124814,"+"
"vnz_14050","DbldCcsWT14h",4.23168900897402,7.85832574860283e-07,3124608,3124814,"+"
"vnz_20875","DbldCvsWT10h",-3.11386046960977,3.1325223401335e-06,4572635,4573213,"-"
"vnz_20875","DbldCcsWT14h",-4.03415449550315,7.85832574860283e-07,4572635,4573213,"-"
"vnz_18250","DbldCvsWT10h",3.85208857537009,7.98602388131019e-07,4031473,4032474,"+"
"vnz_18250","DbldCcsWT14h",1.0820957996435,0.000916222591485415,4031473,4032474,"+"
"vnz_18590","DbldCvsWT10h",1.16310877675577,0.0079669636324706,4106563,4107006,"-"
"vnz_18590","DbldCcsWT14h",5.4586560413401,8.14305975400618e-07,4106563,4107006,"-"
"vnz_29390","DbldCvsWT10h",-3.36170013689994,8.2048910494751e-06,6473487,6474617,"-"
"vnz_29390","DbldCcsWT14h",-5.34192984689548,8.14305975400618e-07,6473487,6474617,"-"
"vnz_35465","DbldCvsWT10h",-5.07546176041061,1.7230175457394e-06,7906213,7907763,"-"
"vnz_35465","DbldCcsWT14h",-6.39793473334125,8.14305975400618e-07,7906213,7907763,"-"
"vnz_29375","DbldCvsWT10h",-1.94711857381003,8.65754674883568e-06,6469686,6471188,"+"
"vnz_29375","DbldCcsWT14h",-2.87020673216594,8.149861940354e-07,6469686,6471188,"+"
"vnz_19265","DbldCvsWT10h",-0.235393491525033,0.435086262812806,4244473,4245615,"-"
"vnz_19265","DbldCcsWT14h",5.10656776737633,8.17920017639178e-07,4244473,4245615,"-"
"vnz_23120","DbldCvsWT10h",-3.44281055645885,1.12957885475883e-06,5035271,5035642,"+"
"vnz_23120","DbldCcsWT14h",-4.48070918435565,8.17920017639178e-07,5035271,5035642,"+"
"vnz_14145","DbldCvsWT10h",2.7260690734061,4.13424546868966e-06,3138241,3141009,"+"
"vnz_14145","DbldCcsWT14h",3.58971705158042,8.27874656163121e-07,3138241,3141009,"+"
"vnz_14070","DbldCvsWT10h",2.44860553735551,3.92167523226012e-05,3127659,3127841,"+"
"vnz_14070","DbldCcsWT14h",4.62327782408307,8.44791661835288e-07,3127659,3127841,"+"
"vnz_19575","DbldCvsWT10h",0.321027476980716,0.206349088929054,4302429,4303109,"-"
"vnz_19575","DbldCcsWT14h",4.05872241556241,8.44791661835288e-07,4302429,4303109,"-"
"vnz_21535","DbldCvsWT10h",3.19475163380816,1.06663661724847e-06,4714853,4716058,"-"
"vnz_21535","DbldCcsWT14h",3.35650724715338,8.44791661835288e-07,4714853,4716058,"-"
"vnz_35440","DbldCvsWT10h",-4.61092373783155,1.07720840160602e-06,7897229,7898500,"-"
"vnz_35440","DbldCcsWT14h",-5.15895345612526,8.44791661835288e-07,7897229,7898500,"-"
"vnz_34765","DbldCvsWT10h",-1.869322349329,0.000157282928788652,7718985,7719653,"-"
"vnz_34765","DbldCcsWT14h",-4.84674943071942,8.55482491397885e-07,7718985,7719653,"-"
"vnz_19260","DbldCvsWT10h",0.185458277476245,0.527734486310052,4243393,4244367,"-"
"vnz_19260","DbldCcsWT14h",4.87052671892329,8.5624128696404e-07,4243393,4244367,"-"
"vnz_36690","DbldCvsWT10h",-3.313282358835,1.45127836685356e-06,8213795,8214358,"+"
"vnz_36690","DbldCcsWT14h",-3.12432860108097,8.58780672813411e-07,8213795,8214358,"+"
"vnz_31575","DbldCvsWT10h",-3.31989910694427,9.23754916547196e-07,6983405,6983866,"+"
