"gene","logFC","FDR","add_variable","start","end","width","strand"
"SCO0386",-0.61459515,1.17e-07,"delgbn24h",403034,404968,1935,"+"
"SCO0387",-0.671761337,1.32e-08,"delgbn24h",405070,407250,2181,"+"
"SCO0388",-0.727794706,1.63e-07,"delgbn24h",407253,409214,1962,"+"
"SCO0389",-0.571281717,7.09e-05,"delgbn24h",409237,410772,1536,"+"
"SCO0390",-0.502454599,0.002102428,"delgbn24h",410774,412006,1233,"+"
"SCO0391",-0.605930358,1.09e-06,"delgbn24h",412009,413250,1242,"+"
"SCO0392",-0.602535178,1.04e-07,"delgbn24h",413247,414497,1251,"+"
"SCO0393",-0.594365836,1.15e-07,"delgbn24h",414494,415303,810,"+"
"SCO0394",-0.557651622,1.03e-06,"delgbn24h",415300,415947,648,"+"
"SCO0395",-0.577813723,9.64e-09,"delgbn24h",415951,416976,1026,"+"
"SCO0396",-0.501151267,1.18e-07,"delgbn24h",416973,418247,1275,"+"
"SCO0397",-0.520357156,0.000208754,"delgbn24h",418253,419542,1290,"+"
"SCO0398",-0.517717815,1.38e-05,"delgbn24h",419539,420486,948,"+"
"SCO0399",-0.659938814,3.27e-09,"delgbn24h",420492,421715,1224,"+"
"SCO0400",-0.74861871,5.58e-11,"delgbn24h",421712,422263,552,"+"
"SCO0401",-0.556810159,8.54e-06,"delgbn24h",422271,423596,1326,"+"
"SCO0402",0.03378748,0.869937757,"delgbn24h",423654,424406,753,"-"
"SCO0403",-0.149418942,0.423981865,"delgbn24h",424609,425226,618,"-"
"SCO0404",0.063843847,0.758318142,"delgbn24h",425243,425983,741,"+"
"SCO0405",0.057873306,0.750320954,"delgbn24h",426015,426833,819,"-"
"SCO0406",-0.010985151,0.966556693,"delgbn24h",426893,427606,714,"+"
"SCO0407",0.124831902,0.515004992,"delgbn24h",427610,428614,1005,"+"
"SCO0408",0.386173708,0.073115065,"delgbn24h",428615,429403,789,"+"
"SCO0409",0.019224862,0.948229641,"delgbn24h",429492,429956,465,"-"
"SCO0410",0.041006194,0.869427132,"delgbn24h",430071,431321,1251,"-"
"SCO0411",0.061127132,0.776940933,"delgbn24h",431327,431551,225,"+"
"SCO0412",0.020086629,0.938332002,"delgbn24h",431551,431934,384,"+"
"SCO0413",0.020507406,0.936666025,"delgbn24h",431962,432564,603,"-"
"SCO0414",0.125388917,0.424164448,"delgbn24h",432617,433513,897,"-"
"SCO0415",0.014779893,0.944230766,"delgbn24h",433615,433977,363,"+"
"SCO0416",-0.000525743,0.997628042,"delgbn24h",433984,434589,606,"-"
"SCO0417",0.055137154,0.799522547,"delgbn24h",434651,435397,747,"-"
"SCO0418",0.030692168,1,"delgbn24h",435456,436103,648,"+"
"SCO0419",0.161724103,0.354034914,"delgbn24h",436235,437224,990,"+"
"SCO0420",-0.048153468,0.805995597,"delgbn24h",437253,438287,1035,"-"
"SCO0421",0.117138162,0.51120045,"delgbn24h",438329,438988,660,"-"
"SCO0422",0.01191819,0.968540465,"delgbn24h",438997,440190,1194,"-"
"SCO0423",-0.019064796,0.940270025,"delgbn24h",440282,442579,2298,"-"
"SCO0424",0.10908477,0.249810055,"delgbn24h",442700,443191,492,"+"
"SCO0425",0.052141788,0.804369264,"delgbn24h",443293,444243,951,"-"
"SCO0426",0.039884714,1,"delgbn24h",444441,444671,231,"+"
"SCO0427",0.085965187,0.655078474,"delgbn24h",444752,445588,837,"+"
"SCO0428",-0.000576752,0.9970555,"delgbn24h",445611,446144,534,"+"
"SCO0429",-0.252360804,0.191362888,"delgbn24h",446214,447161,948,"-"
"SCO0430",-0.113496512,0.559718338,"delgbn24h",447185,447868,684,"+"
"SCO0431",-0.349202675,0.100224035,"delgbn24h",447890,449218,1329,"-"
"SCO0432",0.050292256,0.817955953,"delgbn24h",449515,453252,3738,"+"
"SCO0433",0.182100798,0.325766339,"delgbn24h",453370,454374,1005,"+"
"SCO0434",0.128403683,0.467321279,"delgbn24h",454546,456195,1650,"+"
"SCO0435",0.133666055,0.348325619,"delgbn24h",456192,457397,1206,"+"
"SCO0436",-0.036797132,0.645097179,"delgbn24h",457484,457654,171,"+"
"SCO0437",-0.000564983,0.99025679,"delgbn24h",457670,458695,1026,"-"
"SCO0438",-0.007628395,0.944755243,"delgbn24h",458695,459345,651,"-"
"SCO0439",0.172865917,0.254403239,"delgbn24h",459393,460367,975,"-"
"SCO0440",-0.021862207,0.897131617,"delgbn24h",460364,461083,720,"-"
"SCO0441",-0.017206791,0.955832996,"delgbn24h",461350,462102,753,"+"
"SCO0442",-0.013496348,0.961314562,"delgbn24h",462099,462857,759,"+"
"SCO0443",0.108479632,0.573933606,"delgbn24h",462854,463711,858,"+"
"SCO0444",-0.010204907,0.973727314,"delgbn24h",463698,464099,402,"-"
"SCO0445",0.015741754,0.948229641,"delgbn24h",464207,465502,1296,"-"
"SCO0446",0.035747988,1,"delgbn24h",465496,465861,366,"-"
"SCO0447",0.021967512,0.932706263,"delgbn24h",465990,466436,447,"+"
"SCO0449",0.062328267,0.654591958,"delgbn24h",468153,469232,1080,"+"
"SCO0450",0.579807922,0.063444932,"delgbn24h",469315,470304,990,"-"
"SCO0451",-0.06767448,0.731931988,"delgbn24h",470355,471209,855,"-"
"SCO0452",-0.067985722,0.744733646,"delgbn24h",471415,472314,900,"+"
"SCO0453",0.066872073,0.70686501,"delgbn24h",472458,473747,1290,"+"
"SCO0454",-0.036456526,0.814158646,"delgbn24h",473848,474789,942,"+"
"SCO0455",-0.110673719,0.423087251,"delgbn24h",474804,475631,828,"+"
"SCO0456",-0.04633989,0.795931848,"delgbn24h",475628,476671,1044,"+"
"SCO0457",-0.159990198,0.377243117,"delgbn24h",476738,478672,1935,"+"
"SCO0458",-0.070725832,0.683634893,"delgbn24h",478669,480957,2289,"+"
"SCO0459",0.608621422,0.016177961,"delgbn24h",481012,481791,780,"+"
"SCO0460",0.130635289,0.460942361,"delgbn24h",481810,482319,510,"-"
"SCO0461",0.003515885,0.99123491,"delgbn24h",482456,483325,870,"+"
"SCO0462",-0.12647354,0.468642467,"delgbn24h",483338,484267,930,"-"
"SCO0463",-0.251040875,0.174159806,"delgbn24h",484318,484932,615,"+"
"SCO0464",-0.04827531,0.831823496,"delgbn24h",484973,486670,1698,"-"
"SCO0465",-0.169880807,0.340838212,"delgbn24h",486684,487514,831,"-"
"SCO0466",-0.043469786,0.853922611,"delgbn24h",487618,488601,984,"+"
"SCO0467",-0.007120856,0.983113778,"delgbn24h",488614,489357,744,"+"
"SCO0468",0.029782624,0.902262464,"delgbn24h",489373,490350,978,"-"
"SCO0469",0.121614048,0.5171082,"delgbn24h",490451,490972,522,"+"
"SCO0470",-0.09143129,0.553526001,"delgbn24h",490983,491891,909,"+"
"SCO0471",0.011480599,0.966556693,"delgbn24h",491901,492881,981,"+"
"SCO0472",0.048019659,0.750206866,"delgbn24h",493055,494263,1209,"-"
"SCO0473",0.01587985,0.878175959,"delgbn24h",494260,495249,990,"-"
"SCO0474",0.016171938,0.863162899,"delgbn24h",495246,496493,1248,"-"
"SCO0475",-0.01912848,0.806156478,"delgbn24h",496508,497359,852,"-"
"SCO0476",0.008231754,0.966556693,"delgbn24h",497375,498133,759,"+"
"SCO0477",0.000651632,0.9970555,"delgbn24h",498238,498630,393,"+"
"SCO0478",0.132615884,0.476276204,"delgbn24h",498683,499807,1125,"-"
"SCO0479",0.407076355,0.051569004,"delgbn24h",499952,500776,825,"-"
"SCO0480",0.002080217,1,"delgbn24h",500780,501412,633,"+"
"SCO0481",-0.011118701,0.945363799,"delgbn24h",501699,502217,519,"+"
"SCO0482",0.062589868,0.718860623,"delgbn24h",502342,503076,735,"+"
"SCO0483",-0.091560403,0.601360372,"delgbn24h",503073,503474,402,"-"
"SCO0484",0.045367035,0.793513577,"delgbn24h",503539,504705,1167,"-"
"SCO0485",0.019155761,0.946102035,"delgbn24h",504854,505465,612,"+"
"SCO0486",-0.249829645,0.199041302,"delgbn24h",505447,506670,1224,"-"
"SCO0487",-0.023187472,0.932706263,"delgbn24h",506842,507348,507,"+"
"SCO0488",0.383036387,0.035930043,"delgbn24h",507394,510810,3417,"+"
"SCO0489",0.350202027,0.0859073,"delgbn24h",510823,511035,213,"-"
"SCO0490",0.422461649,0.015304781,"delgbn24h",511124,512215,1092,"+"
"SCO0491",0.490594624,0.007541642,"delgbn24h",512302,513924,1623,"-"
"SCO0492",0.487005274,0.011770874,"delgbn24h",513989,524920,10932,"-"
"SCO0493",0.425228116,0.031044569,"delgbn24h",524978,526783,1806,"-"
"SCO0494",0.455676034,0.016557579,"delgbn24h",526786,527838,1053,"-"
"SCO0495",0.212267748,0.139367426,"delgbn24h",527889,528752,864,"-"
"SCO0496",0.074237894,0.715078293,"delgbn24h",528791,529897,1107,"-"
"SCO0497",0.104729475,0.559634246,"delgbn24h",529894,530970,1077,"-"
"SCO0498",0.121609939,0.472889737,"delgbn24h",530970,532325,1356,"-"
"SCO0499",0.408877892,0.03176928,"delgbn24h",532501,533448,948,"+"
"SCO0500",0.521293292,0.006806452,"delgbn24h",533534,533773,240,"-"
"SCO0501",-0.516890454,0.019962564,"delgbn24h",533812,535764,1953,"-"
"SCO0502",0.091761421,0.539693654,"delgbn24h",535974,536408,435,"+"
"SCO0503",0.003261742,0.991516106,"delgbn24h",536532,537512,981,"+"
"SCO0504",-0.150884281,0.340838212,"delgbn24h",537623,538942,1320,"+"
"SCO0505",0.022649383,0.927690249,"delgbn24h",539123,542131,3009,"+"
"SCO0506",-0.103555029,0.467321279,"delgbn24h",542269,543099,831,"+"
"SCO0507",0.091050473,0.648855207,"delgbn24h",543119,543535,417,"-"
"SCO0508",-0.039454427,0.833315081,"delgbn24h",543545,544087,543,"+"
"SCO0509",-0.058475429,0.782234155,"delgbn24h",544194,545717,1524,"+"
"SCO0511",-0.08889965,0.662082418,"delgbn24h",546358,547116,759,"+"
"SCO0512",0.060048363,0.806156478,"delgbn24h",547135,547743,609,"-"
"SCO0513",-0.172196104,0.176890071,"delgbn24h",547809,548900,1092,"+"
"SCO0514",0.114416849,0.450757676,"delgbn24h",548968,549621,654,"+"
"SCO0516",-0.051474763,0.81666049,"delgbn24h",550455,551633,1179,"+"
"SCO0519",-0.038980393,0.803421414,"delgbn24h",552403,553140,738,"-"
"SCO0520",0.002503761,0.991521715,"delgbn24h",553277,553861,585,"+"
"SCO0521",-0.061207782,0.754825772,"delgbn24h",553892,554473,582,"+"
"SCO0522",-0.081863995,0.658573027,"delgbn24h",554649,555440,792,"+"
"SCO0523",-0.015521656,0.95825615,"delgbn24h",555468,555905,438,"-"
"SCO0524",0.214523001,0.243435595,"delgbn24h",555990,556898,909,"+"
"SCO0525",0.042325945,0.788115139,"delgbn24h",557029,557844,816,"+"
"SCO0526",-0.126265573,0.383152386,"delgbn24h",557882,558715,834,"+"
"SCO0527",0.147113016,0.290494117,"delgbn24h",558812,559015,204,"-"
"SCO0528",0.17784665,0.32313712,"delgbn24h",559346,560098,753,"+"
"SCO0529",0.178355482,0.334110727,"delgbn24h",560127,561545,1419,"-"
"SCO0530",-0.199449797,0.283501933,"delgbn24h",561731,562576,846,"-"
"SCO0531",-0.031702928,0.822302207,"delgbn24h",562803,564071,1269,"+"
"SCO0532",-0.063385972,0.624880401,"delgbn24h",564141,565049,909,"+"
"SCO0533",0.145372076,0.272220829,"delgbn24h",565046,565903,858,"+"
"SCO0534",0.070477693,0.716932382,"delgbn24h",566007,567626,1620,"+"
"SCO0535",-0.02495356,0.917235095,"delgbn24h",567623,569044,1422,"+"
"SCO0536",0.097428042,0.627591207,"delgbn24h",569061,569282,222,"-"
"SCO0537",0.143087907,0.449801731,"delgbn24h",569655,570482,828,"+"
"SCO0538",0.006835875,0.983021713,"delgbn24h",570520,571848,1329,"+"
"SCO0539",-0.010327096,0.968486363,"delgbn24h",571863,572813,951,"+"
"SCO0540",-0.001683861,0.992579644,"delgbn24h",572810,573709,900,"+"
"SCO0541",0.075040901,0.708171579,"delgbn24h",573756,575081,1326,"+"
"SCO0542",-0.195900927,0.302811701,"delgbn24h",575351,577984,2634,"+"
"SCO0543",-0.330296493,0.126813873,"delgbn24h",578092,579228,1137,"+"
"SCO0544",-0.66418254,0.006519519,"delgbn24h",579257,580789,1533,"+"
"SCO0545",-0.028269187,0.914751651,"delgbn24h",580913,583459,2547,"+"
"SCO0546",-0.02560224,0.903578452,"delgbn24h",583523,586897,3375,"-"
"SCO0547",-0.002179646,0.991270352,"delgbn24h",586987,587988,1002,"-"
"SCO0548",-0.506254323,0.055362478,"delgbn24h",587985,589271,1287,"-"
"SCO0549",-0.00580158,0.979550948,"delgbn24h",589268,589546,279,"-"
"SCO0550",-0.028472838,0.908247525,"delgbn24h",590017,590895,879,"+"
"SCO0551",-0.021985024,0.935663937,"delgbn24h",590981,592309,1329,"-"
"SCO0552",-0.047930657,0.831862072,"delgbn24h",592306,593022,717,"-"
"SCO0553",-0.009364404,0.975295342,"delgbn24h",593049,593486,438,"-"
"SCO0554",0.232570909,0.237477697,"delgbn24h",593641,595338,1698,"-"
"SCO0555",0.081907893,0.502866661,"delgbn24h",595484,597079,1596,"-"
"SCO0556",-0.006818496,0.983021713,"delgbn24h",597132,598655,1524,"-"
"SCO0557",0.070888007,0.722553889,"delgbn24h",598747,599769,1023,"+"
"SCO0558",-0.017454087,0.947366465,"delgbn24h",599712,599978,267,"-"
"SCO0559",-0.0637752,0.736577909,"delgbn24h",600051,601052,1002,"-"
"SCO0560",-0.221205734,0.037333841,"delgbn24h",601133,603355,2223,"-"
"SCO0561",0.002879494,0.991560621,"delgbn24h",603385,603840,456,"-"
"SCO0562",-0.011533916,0.968486363,"delgbn24h",603973,605085,1113,"+"
"SCO0563",0.24263996,0.062173929,"delgbn24h",605122,606555,1434,"-"
"SCO0564",-0.006174684,0.979550948,"delgbn24h",606677,607837,1161,"-"
"SCO0565",0.059353976,0.651388427,"delgbn24h",607851,608909,1059,"-"
"SCO0566",0.004355869,0.983021713,"delgbn24h",608902,609186,285,"-"
"SCO0567",-0.041873302,0.857350648,"delgbn24h",609517,610356,840,"+"
"SCO0568",0.108909566,0.552659713,"delgbn24h",610415,611488,1074,"-"
"SCO0569",-0.067872462,0.722553889,"delgbn24h",611984,612106,123,"-"
"SCO0570",-0.19413122,0.300390393,"delgbn24h",612156,612320,165,"-"
"SCO0571",0.011240583,0.968573947,"delgbn24h",612426,613754,1329,"-"
"SCO0572",0.030081903,0.900003497,"delgbn24h",613751,615151,1401,"-"
"SCO0573",-0.018155229,0.935170535,"delgbn24h",615154,616107,954,"-"
"SCO0574",-0.095543482,0.626809703,"delgbn24h",616253,617086,834,"+"
"SCO0575",-0.051873468,0.815360879,"delgbn24h",617124,617855,732,"+"
"SCO0576",-0.517715548,0.025949088,"delgbn24h",617913,618788,876,"-"
"SCO0577",0.050049099,0.783683042,"delgbn24h",618788,619588,801,"-"
"SCO0578",-0.050529385,0.769509496,"delgbn24h",619588,620367,780,"-"
"SCO0579",-0.084418759,0.560680467,"delgbn24h",620367,620879,513,"-"
"SCO0580",-0.191018743,0.28959711,"delgbn24h",620891,622672,1782,"-"
"SCO0581",0.35877265,0.099457212,"delgbn24h",622669,624036,1368,"-"
"SCO0582",-0.0914875,0.630187568,"delgbn24h",624273,625034,762,"+"
"SCO0583",-0.001379397,0.99395111,"delgbn24h",625127,626350,1224,"+"
"SCO0584",-0.047627162,0.752806603,"delgbn24h",626369,627631,1263,"-"
"SCO0585",0.073173595,0.644708494,"delgbn24h",627628,628164,537,"-"
"SCO0586",0.095036012,0.547037249,"delgbn24h",628247,628588,342,"-"
"SCO0587",0.066457572,0.6990888,"delgbn24h",628600,629058,459,"-"
"SCO0588",-0.016740447,0.932857182,"delgbn24h",629185,630912,1728,"-"
"SCO0589",-0.03097802,0.903241706,"delgbn24h",631216,632103,888,"-"
"SCO0590",-0.310927983,0.039608139,"delgbn24h",632180,633049,870,"+"
"SCO0591",-0.064689404,0.727027933,"delgbn24h",633119,633958,840,"+"
"SCO0592",0.015014662,0.96001701,"delgbn24h",633986,634708,723,"-"
"SCO0593",-0.12747466,0.513392263,"delgbn24h",634879,635706,828,"-"
"SCO0594",0.004838327,0.988586329,"delgbn24h",635776,636516,741,"-"
"SCO0595",0.148891725,0.374633254,"delgbn24h",636573,637166,594,"+"
"SCO0596",-0.496000227,0.029981111,"delgbn24h",637261,637824,564,"+"
"SCO0597",0.020171708,0.943345408,"delgbn24h",637911,638306,396,"-"
"SCO0598",0.078353545,0.634036543,"delgbn24h",638511,638804,294,"+"
"SCO0599",0.037672837,0.820639698,"delgbn24h",638801,639730,930,"+"
"SCO0600",-0.455385145,0.01237048,"delgbn24h",639859,640704,846,"+"
"SCO0601",-0.300056233,0.164952641,"delgbn24h",640719,641762,1044,"-"
"SCO0602",-0.051969135,0.791944084,"delgbn24h",642012,643133,1122,"+"
"SCO0603",-0.107165141,0.536417183,"delgbn24h",643179,643880,702,"+"
"SCO0604",0.030774651,0.903567188,"delgbn24h",643926,645101,1176,"-"
"SCO0605",-0.133760082,0.479000414,"delgbn24h",645297,646232,936,"+"
"SCO0606",-0.101219692,0.606823018,"delgbn24h",646345,647319,975,"+"
"SCO0607",0.520751366,6.48e-06,"delgbn24h",647444,647731,288,"+"
"SCO0608",0.118795848,0.281678014,"delgbn24h",647887,648765,879,"+"
"SCO0609",0.035434992,0.887484869,"delgbn24h",648876,649739,864,"+"
"SCO0610",-0.175649341,0.345255524,"delgbn24h",649840,650610,771,"+"
"SCO0611",-0.13787033,0.383053186,"delgbn24h",650624,651388,765,"+"
"SCO0612",0.043212996,0.744733646,"delgbn24h",651462,651605,144,"+"
"SCO0613",-0.127653901,0.486362869,"delgbn24h",651602,652864,1263,"+"
"SCO0614",-0.584644012,0.025277427,"delgbn24h",652881,653165,285,"-"
"SCO0615",-0.015286815,0.95825615,"delgbn24h",653448,653906,459,"+"
"SCO0616",-0.039836759,0.849655872,"delgbn24h",653947,656322,2376,"-"
"SCO0617",-0.007605079,0.978117677,"delgbn24h",656319,658772,2454,"-"
"SCO0618",-0.186842218,0.162988156,"delgbn24h",659143,660528,1386,"+"
"SCO0619",0.028175951,0.915766218,"delgbn24h",660525,661268,744,"+"
"SCO0620",-0.040465275,0.85623815,"delgbn24h",661329,661607,279,"-"
"SCO0621",-0.599462996,0.058945364,"delgbn24h",661707,662291,585,"+"
"SCO0622",0.051474414,0.808581201,"delgbn24h",662373,663014,642,"+"
"SCO0623",0.103687111,0.532104844,"delgbn24h",663067,664686,1620,"+"
"SCO0624",0.096483142,0.600394357,"delgbn24h",664769,665773,1005,"-"
"SCO0625",0.04102801,0.842532233,"delgbn24h",665816,667096,1281,"-"
"SCO0626",0.133966511,0.316163699,"delgbn24h",667100,667744,645,"-"
"SCO0627",-0.121589573,0.524490763,"delgbn24h",667741,669870,2130,"-"
"SCO0628",-0.068537949,0.747729918,"delgbn24h",669972,671570,1599,"-"
"SCO0629",-0.027866154,0.914550262,"delgbn24h",671618,672727,1110,"-"
"SCO0630",0.315085091,0.140414456,"delgbn24h",672882,673403,522,"-"
"SCO0631",0.219436235,0.247240698,"delgbn24h",673451,673633,183,"-"
"SCO0632",0.028237512,0.861554331,"delgbn24h",673733,674317,585,"+"
"SCO0633",0.091374143,0.565307517,"delgbn24h",674317,675069,753,"+"
"SCO0635",0.607462544,0.000160543,"delgbn24h",676130,677023,894,"+"
"SCO0636",0.346395195,0.111255588,"delgbn24h",677227,678861,1635,"+"
"SCO0637",0.188163459,0.300409347,"delgbn24h",678937,679392,456,"+"
"SCO0638",0.062493862,0.553526001,"delgbn24h",679529,680188,660,"-"
"SCO0639",0.042370662,0.852808774,"delgbn24h",680496,681428,933,"-"
"SCO0640",0.058318578,0.772382624,"delgbn24h",681435,681863,429,"-"
"SCO0641",0.218144458,0.073487011,"delgbn24h",681960,682535,576,"+"
"SCO0642",0.267200732,0.023737164,"delgbn24h",682600,684345,1746,"-"
"SCO0643",0.079093646,0.66526238,"delgbn24h",684409,685095,687,"-"
"SCO0644",0.227956251,0.087238043,"delgbn24h",685288,687444,2157,"-"
"SCO0645",-0.359048204,0.060627867,"delgbn24h",687554,688567,1014,"-"
"SCO0646",0.033070161,0.887512896,"delgbn24h",688679,689263,585,"+"
"SCO0647",0.06115491,0.732758225,"delgbn24h",689364,690161,798,"+"
"SCO0648",0.068410091,0.723272759,"delgbn24h",690228,690923,696,"+"
"SCO0649",-0.022107882,0.951449297,"delgbn24h",690966,691283,318,"+"
"SCO0650",0.004529609,0.981850045,"delgbn24h",691320,691832,513,"+"
"SCO0651",0.835875905,0.000303998,"delgbn24h",691829,692614,786,"+"
"SCO0652",0.092709688,0.558549688,"delgbn24h",692619,692897,279,"+"
"SCO0653",-0.122625753,0.526615413,"delgbn24h",692894,693445,552,"+"
"SCO0654",0.049330801,0.824977891,"delgbn24h",693442,694416,975,"+"
"SCO0655",0.020446484,0.940595386,"delgbn24h",694441,694785,345,"+"
"SCO0656",0.11816529,0.541237514,"delgbn24h",694782,695624,843,"+"
"SCO0657",0.002166892,0.990166035,"delgbn24h",695660,695869,210,"+"
"SCO0658",0.034526208,0.817856774,"delgbn24h",695866,696168,303,"+"
"SCO0659",0.027383668,0.914751651,"delgbn24h",696248,697354,1107,"+"
"SCO0660",-0.04753922,0.825620231,"delgbn24h",697480,698811,1332,"+"
"SCO0661",0.062960901,0.765007954,"delgbn24h",698838,699824,987,"+"
"SCO0662",0.122632546,0.493775763,"delgbn24h",699821,700684,864,"+"
"SCO0663",-0.058066551,0.736577909,"delgbn24h",700681,701712,1032,"+"
"SCO0664",-0.014929408,0.965081203,"delgbn24h",701709,703604,1896,"+"
"SCO0665",-0.107044717,0.434486625,"delgbn24h",703750,703977,228,"+"
"SCO0666",0.015650931,0.958722244,"delgbn24h",704114,706393,2280,"+"
"SCO0667",-0.107407786,0.568607359,"delgbn24h",706448,707329,882,"-"
"SCO0668",-0.053037191,0.80025469,"delgbn24h",707401,708993,1593,"-"
"SCO0669",-0.046603786,0.824212222,"delgbn24h",709071,709688,618,"+"
"SCO0670",-0.143840688,0.444363564,"delgbn24h",709685,711268,1584,"+"
"SCO0671",-0.065208237,0.685571536,"delgbn24h",711379,711633,255,"-"
"SCO0672",0.000260848,0.997628042,"delgbn24h",711649,712200,552,"+"
"SCO0673",-0.015114507,0.953796262,"delgbn24h",712209,712736,528,"-"
"SCO0674",-1.092615219,2.6e-08,"delgbn24h",712829,714181,1353,"-"
"SCO0675",0.036931374,0.869930038,"delgbn24h",714374,717028,2655,"+"
"SCO0676",-0.045097825,0.805755163,"delgbn24h",717303,719897,2595,"+"
"SCO0677",-0.109495931,0.571696743,"delgbn24h",720032,720874,843,"+"
"SCO0678",-0.038783505,0.810683861,"delgbn24h",720985,721158,174,"-"
"SCO0679",-0.186545166,0.252875336,"delgbn24h",721248,721463,216,"+"
"SCO0680",-0.150859539,0.40619309,"delgbn24h",721495,723039,1545,"-"
"SCO0681",0.189162978,0.060853862,"delgbn24h",723181,724545,1365,"+"
"SCO0682",-0.048825698,0.760464941,"delgbn24h",724639,725013,375,"-"
"SCO0683",-0.021560731,0.932857182,"delgbn24h",725056,725580,525,"-"
"SCO0684",0.073191356,0.5946337,"delgbn24h",725619,726395,777,"-"
"SCO0685",-0.005790373,0.979550948,"delgbn24h",726401,726808,408,"-"
"SCO0686",0.367953596,0.089095792,"delgbn24h",726845,728068,1224,"+"
"SCO0687",-0.071597107,0.734013712,"delgbn24h",728130,728924,795,"-"
"SCO0688",0.106515272,0.58398741,"delgbn24h",729117,730289,1173,"+"
"SCO0689",0.043176268,0.850806683,"delgbn24h",730352,730987,636,"+"
"SCO0690",-0.020749766,0.875549922,"delgbn24h",730984,731976,993,"+"
"SCO0691",0.02205723,0.924480399,"delgbn24h",732005,734134,2130,"+"
"SCO0692",0.075794036,0.699828634,"delgbn24h",734210,735667,1458,"-"
"SCO0693",0.00794424,0.973635364,"delgbn24h",735845,736192,348,"+"
"SCO0694",-0.026706249,0.880283373,"delgbn24h",736312,736503,192,"+"
"SCO0695",-0.01762168,0.945268511,"delgbn24h",736520,737506,987,"+"
"SCO0696",0.054974839,0.789353457,"delgbn24h",737846,738340,495,"-"
"SCO0698",-0.107544363,0.549668085,"delgbn24h",739510,739875,366,"-"
"SCO0699",-0.02303178,0.926532431,"delgbn24h",739938,740231,294,"-"
"SCO0700",0.103719621,0.427323991,"delgbn24h",740314,742083,1770,"-"
"SCO0701",0.051047462,0.731793206,"delgbn24h",742242,742685,444,"-"
"SCO0702",-0.021644153,0.907980395,"delgbn24h",742816,743394,579,"-"
"SCO0703",-0.05132143,0.747754527,"delgbn24h",743575,743802,228,"+"
"SCO0705",0.103875255,0.207350936,"delgbn24h",744945,745763,819,"-"
"SCO0706",-0.035420995,1,"delgbn24h",745911,747194,1284,"-"
"SCO0707",0.003738604,1,"delgbn24h",747191,748387,1197,"-"
